BRAIN_root::brainData,ID
"1010000101010110100000000000000011000000000001001000010000001100000000010010000001000011000101000000000000000000000001001000000100000000111000000000000000001000010000000000101001000000001110000010000010001000010001110000000000000000000000011001000011000011100000100000000000001000010110000000010000000000000000101010010100010100100000000000000100000001001101100000000100000001000100000001100001000011000000000000000000001000000000000000001100010000000000000000000000000010010000010010000000000000000010000000101010100000100000000000001100000000000000000000100000100000000000100000100010000000000001000000000011000010000001000000000000000001000000101101000001000000001001000000000000001011000010000000000100010000101010010000000000010000001101000000000100000000000000000000000000100011000001000100000010001000011000011000110000100100011000000100000100100001000010000000000001010000001001000110000010000000001001000110000000100000000000000001000100000000100010001000000001000110001100100000001001101110|93|922^994^939^960",4400001
"1010000101000110000000000000000011000000000000001000010100001100000001110010000001000011000001000000000000000100000001000000000100100000010001000000000000001000010000000000101001000000001110000010000010001000010001010000000000000000000000000000000001000011100000100000000010001000010110000000010000000000000000001000000100000000100000000000000100100001001100100000000101000001000100000001000000000011000000000000000000001000000000010000001000010000000000100000000000000010010000010010000000000000000010000000101000100000000000000000001100000000000000000000101000100000000000000000100010000000010000001000000101000010000000000000000000000001000000001101010001000000001001100000000100001001000010000000000100010000100010010000000000010000001101000000000000000000000001000000100000100111000001000100000010001000001000011000110000100100011100000100000100100001000000000000100001000000001001000000000010000000001001000110000000100000000000000001010000000000100000001000100001000010000100100000001011101100|93|922^994^939^960",4400002
"1010000101010110100000000000000011000000000001001000010000001100000000010000000001000011000101000000000000000000000001001000000100000000011001000000000000001000010000000000101001000000001110000010000000000000010001110000000000000000000000000001000011000011100000100000000000001000000110000000010000000000001000001010010100010000100000000000000100000001001101000000000101000000000100000001100001000010000000000000000000001000000000000000001100010000000000000000000000000010010000010010000000000000000010000000101010100000100000000000001100000000000000000000100000101000000000000000100010001000000001000000000111000000000001000000000000000001000000101001000001000000001001000000000000001011000010000000000100010000101010010000000000010000000101000000000100000000000000000000000000100011000001000100000010001000011000011000110000100100001000000100000100100001000000000000000001010000001001100010000010000000001001000110000000100000000000000001000100000000100010001000000001000110001100100000001001101110|93|922^994^939^960",4400003
"1010000101010110100000000000000011000010000001001000000000001100000000010010000001000001000101100000000000000000000001001000000100000000111001000000000000001000010000000000101001000000001110000010000010001000010001110000000000000000000000011001000011000011100000100000000000001000010110000000010000000000000000001010010100010000100000000000000100000001001101100000000101000001000100000101100001000011000000000000000000001000000000000000001100010000000000000000000000000010000000000010000000000000000010000000101010100000100000000000001100000000000000000000100000100000000000100000100000000000100001000000000011000010000001001000000000000001000000101101000001000000001001000000000000001011000010000000000100010000101010010000000000010000001101000000000100000000000000000000000000100011001001000100000010001000011000011000110000100100011000000100000100100001000010000000000001010000001001000110000010000000001001000110000000100000000000000001000100000000100010001000000001010110001100100000001001101110|93|922^994^939^960",4400004
"1010011001010010000000000001000011000000000000001000010100000100000010010010000001000001000001000001010000000100000001000000010100001000110101000000000000101000100000000000001011000000010110000010000010001000000001010000001000001000000000000000100000000010100000100000010000001000000110000000111000000000000000001000000100010000001000000000000000000000001100000000000100000001000000000001010001100001001010000000001000001000000000010001001100010000000000000000100000001010010000110000000000000000000010000000101000000000000100000000001100000000000000100000100001100010000000000000100010000000000000000000000110001000000000000000000000000001000000101001010111000000001000000000001000101001000000000000000000010010101010011000010000110000001101000000000000000000000000000000000000100001000001000001000010000000011000010000110000100100011000000000000000100001000000000000100000000000101001000000100000100000001001000100100000100000000100000011000000000000000010001000000001000011000000000000100001000000|93|922^956^939^960",4400005
"1110000101010110100000000000000011000000000001001000000000001100000000010010000000000011000101000000000000000000000001000000000100000000011001000000000000001000010000000000101001000000001110010010000010001000010001110000000000000000000000001001000011000011100000100000000000001000010110000000010000000000000000101010010100010000100000000000000100000001001101100000000101000001100100000001100001000111000000000000000000001000000000000000001100010000000000000000000000000010010000010010000000000000100010000000101010100000100000000000001100000000000000000000100000100000000000100000000010100000000001000000000111000010000001000000000000000001000000101101000001000000001011000000000000001011000010000000000100010000101010010000000000010000001101000000000100000000000000000000000000100011000001000000001010001000001000011000110000100100011000000100000100100001000010000000000001010000001001000010000010000000001000000110000000100000000000000001000100000000100010001000000001000110001100100000001001101110|93|922^994^939^960",4400006
"1010000101000100000000000000000011000000000000001000010100001100000000010010000101000011000101000000000000000100000001000000000100100000010001000000000000001000010000000000101001000000001110000010000000001000010001010000000000000000000000000001000000010011100000100000000010001000010110000000010000000000000000001000000100010000100000000000000100000001001100100000000101000001000100000001000001000011000000000000000000001000000000010000001100010000000000000000000000000010010000010010000000000000000010000000101000100000000000000000001100000000000000000000101000100000000000000000100010000000000000000000000011000010000000000000000000000001000000101101010001000000001001000000000100001001000010000000000100010000101000010000000000010000001001000000000000000000000000000000000000100111000001000100000010001000001000011000110000110100011100000100000100100000000010000000110001000000001001000000000010000000000000000110000000100000000000000001010000000000100000001000100001000110000100100000001001101100|93|922^994^939^960",4400007
"1010011011010010000001000001000001010011000000001000010100000100000010010010000001000001000001000001010000000100000001000000000100001000110101100000000000101000100000000000001011000000000010000010000010001000000001010000001000001000000010000000100000000010100000100000010000001000000110000000011000000000100000001000000100010000001000000000000000000000001100000000000100000001000100000001011001101001001010000000001000001000000000011001001100010000000000000000100000001010010000010010000000000000000010000000101000000000000000100000001100000000000000100000100001100010000000000000100010000000100000000000000110001000000000000000000000000001000000101001000011000000001000000000001000101011000000000000000000010000101010011000010000110000001101000000000000000000000000000000000000100001000001000000000010000000011000010000110000000100011000000000000000100001000000000000100001000000101001000000000000100000001001000100100000100100000000000011000000000000000010001000000001000011000000000000100001100000|93|922^994^939^960",4400008
"1011011001010010000000000001000011000000000000001000010100000100000010010010000001000001000001000001010000000100000001000000010100001000110101000000000000101000100000000000001011000000000110000010010010001000000001010000001000001000000000000000100000000010100000100000010000001000000110000000011000000000000000001000000100010000001000000000000000000000001100000000000100000001000000000001010001100001001010000000001000001000000000010001001100010000000000000000100000001010010000110010000000000000000010000000101000000000000000000000001100000000000000100000100001100010000000000000100010000000000000000000000110001000000000000000000000000001000000101001010011000000001000001000001000101001000000000000000000010010101010011000010000110000001101000000000000000000000000000000000000100001000001000001000010000000011000010000110000100100011000000000000000100001000000000000100000000000100001000000100000100000001001000100100000100000000100000011000000000000000010001000000000000011000000000000100001000000|93|922^956^939^960",4400009
"1010000101010110100000000000000010000000000001001000010000001100000000010000000001000011000101000000000000000000000001001000000100000000011001000000000000001000010000000000101001000000001110000010000010000000010001110000000000000000000000100001000011001011100000100000000000001000010110000000010000000000001000001000010100010000100000000000000100000001001101100000000101000001000100000001000000000011000000000000000000001000000000000000001100010000000000000000000000000010010000010010000000000000000010000000101010100000100000000000001100000000000000000000100000101000000000100000100010001000000001000000000111000010000001000000000000000001000000101101000001000000001001000000000000001011000010000000000100010000101010010000000000010000001101000000000100000000000000000000000000100011000001000100000010001000011000011000110000100100001000000000000100100001000010000000000001010000001001110010000010000000001001000110000000100000000000000001000100000000100010001000000001000110001100100000001001101110|93|922^994^939^960",4400010
