ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4400001,1,0.500000,"0.500000",0.516000,"0.516000",0.504000,"0.504000",0.496000,"0.496000",0.504000,0.504000,"0.504000",43999,0,163.000000,"163",137.000000,"137","4300033",44000
4400002,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,14,155.000000,"155",144.000000,"144","4300033",44000
4400003,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,7,151.000000,"151",128.000000,"128","4300033",44000
4400004,1,0.548000,"0.548000",0.552000,"0.552000",0.556000,"0.556000",0.552000,"0.552000",0.552000,0.552000,"0.552000",43999,0,166.000000,"166",150.000000,"150","4300033",44000
4400005,1,1.000000,"1.000000",1.000000,"1.000000",0.504000,"0.504000",0.500000,"0.500000",0.751000,0.751000,"0.751000",43999,0,153.000000,"153",118.000000,"118","4300033",44000
4400006,1,0.484000,"0.484000",0.472000,"0.472000",0.488000,"0.488000",0.480000,"0.480000",0.481000,0.481000,"0.481000",43999,0,168.000000,"168",152.000000,"152","4300033",44000
4400007,1,0.524000,"0.524000",0.544000,"0.544000",0.536000,"0.536000",0.524000,"0.524000",0.532000,0.532000,"0.532000",43999,0,159.000000,"159",151.000000,"151","4300033",44000
4400008,1,0.436000,"0.436000",0.432000,"0.432000",0.588000,"0.588000",0.596000,"0.596000",0.513000,0.513000,"0.513000",43999,0,165.000000,"165",149.000000,"149","4300033",44000
4400009,1,0.504000,"0.504000",0.488000,"0.488000",0.516000,"0.516000",0.528000,"0.528000",0.509000,0.509000,"0.509000",43999,0,158.000000,"158",144.000000,"144","4300033",44000
4400010,1,1.000000,"1.000000",0.500000,"0.500000",0.500000,"0.500000",0.500000,"0.500000",0.625000,0.625000,"0.625000",43999,0,150.000000,"150",113.000000,"113","4300033",44000
