ID,alive,consumptionRatio_AVE,consumptionRatio_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,tournament_numOffspring,wallHits_AVE,wallHits_LIST,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
800001,1,0.125000,"0,0,0,1,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.125000,"0,0,0,1,0,0,0,0",0.125000,0.000000,"0,0,0,0,0,0,0,0",0.125000,"0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,192.625000,"196,196,196,184,192,193,192,192",169.000000,"169",162.000000,"162","700015",8000
800002,1,0.125000,"0,0,0,1,0,0,0,0",0.375000,"1,1,1,0,0,0,0,0",0.500000,"1,1,1,1,0,0,0,0",0.875000,0.000000,"0,0,0,0,0,0,0,0",0.875000,"2.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000",0.375000,"1,1,1,0,0,0,0,0",7999,0,194.625000,"186,192,192,194,198,199,198,198",176.000000,"176",168.000000,"168","700015",8000
800003,1,0.750000,"0,0,1,1,1,1,1,1",0.500000,"0,0,1,0,1,1,1,0",0.250000,"0,0,0,1,0,0,0,1",0.750000,0.000000,"0,0,0,0,0,0,0,0",0.750000,"0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,193.875000,"196,196,194,192,193,194,193,193",173.000000,"173",166.000000,"166","700015",8000
800004,1,0.750000,"1,0,1,1,1,0,1,1",7.875000,"7,8,8,9,6,8,8,9",7.750000,"10,8,7,6,10,8,7,6",15.625000,0.000000,"0,0,0,0,0,0,0,0",15.625000,"17.000000,16.000000,15.000000,15.000000,16.000000,16.000000,15.000000,15.000000",9.125000,"10,8,12,7,9,8,12,7",7999,0,63.625000,"65,62,63,67,65,59,62,66",174.000000,"174",167.000000,"167","700015",8000
800005,1,0.375000,"1,0,1,1,0,0,0,0",0.250000,"1,0,1,0,0,0,0,0",0.125000,"0,0,0,1,0,0,0,0",0.375000,0.000000,"0,0,0,0,0,0,0,0",0.375000,"1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,192.250000,"196,195,196,185,191,191,192,192",174.000000,"174",166.000000,"166","700015",8000
800006,1,1.000000,"1,1,1,1,1,1,1,1",11.250000,"10,12,12,11,11,11,12,11",12.500000,"13,13,11,13,13,13,11,13",23.750000,0.000000,"0,0,0,0,0,0,0,0",23.750000,"23.000000,25.000000,23.000000,24.000000,24.000000,24.000000,23.000000,24.000000",14.625000,"15,12,20,11,16,12,20,11",7999,2,8.125000,"9,6,11,10,7,5,9,8",172.000000,"172",165.000000,"165","700015",8000
800007,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,0.000000,"0,0,0,0,0,0,0,0",173.000000,"173",166.000000,"166","700015",8000
800008,1,1.000000,"1,1,1,1,1,1,1,1",11.125000,"10,11,12,11,11,11,12,11",12.500000,"13,13,11,13,13,13,11,13",23.625000,0.000000,"0,0,0,0,0,0,0,0",23.625000,"23.000000,24.000000,23.000000,24.000000,24.000000,24.000000,23.000000,24.000000",14.625000,"15,12,20,11,16,12,20,11",7999,0,8.250000,"9,8,11,10,7,5,8,8",173.000000,"173",166.000000,"166","700015",8000
800009,1,0.375000,"1,0,1,1,0,0,0,0",0.250000,"1,0,1,0,0,0,0,0",0.125000,"0,0,0,1,0,0,0,0",0.375000,0.000000,"0,0,0,0,0,0,0,0",0.375000,"1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,194.000000,"198,197,198,186,194,193,193,193",171.000000,"171",164.000000,"164","700015",8000
800010,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",7999,0,195.875000,"194,195,194,195,198,197,197,197",180.000000,"180",173.000000,"173","700015",8000
