ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4700001,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",46999,13,164.000000,"164",158.000000,"158","4600025",47000
4700002,1,0.508000,"0.508000",0.508000,"0.508000",0.496000,"0.496000",0.484000,"0.484000",0.499000,0.499000,"0.499000",46999,0,188.000000,"188",185.000000,"185","4600025",47000
4700003,1,1.000000,"1.000000",0.500000,"0.500000",0.484000,"0.484000",0.496000,"0.496000",0.620000,0.620000,"0.620000",46999,1,185.000000,"185",107.000000,"107","4600025",47000
4700004,1,0.520000,"0.520000",0.520000,"0.520000",0.520000,"0.520000",0.524000,"0.524000",0.521000,0.521000,"0.521000",46999,0,156.000000,"156",137.000000,"137","4600025",47000
4700005,1,1.000000,"1.000000",0.496000,"0.496000",0.492000,"0.492000",0.504000,"0.504000",0.623000,0.623000,"0.623000",46999,0,168.000000,"168",97.000000,"97","4600025",47000
4700006,1,0.456000,"0.456000",0.456000,"0.456000",0.460000,"0.460000",0.456000,"0.456000",0.457000,0.457000,"0.457000",46999,0,154.000000,"154",123.000000,"123","4600025",47000
4700007,1,0.468000,"0.468000",0.448000,"0.448000",0.448000,"0.448000",0.452000,"0.452000",0.454000,0.454000,"0.454000",46999,0,172.000000,"172",82.000000,"82","4600025",47000
4700008,1,0.520000,"0.520000",0.516000,"0.516000",0.504000,"0.504000",0.492000,"0.492000",0.508000,0.508000,"0.508000",46999,0,183.000000,"183",126.000000,"126","4600025",47000
4700009,1,0.532000,"0.532000",0.524000,"0.524000",0.512000,"0.512000",0.508000,"0.508000",0.519000,0.519000,"0.519000",46999,0,155.000000,"155",130.000000,"130","4600025",47000
4700010,1,0.520000,"0.520000",0.540000,"0.540000",0.528000,"0.528000",0.516000,"0.516000",0.526000,0.526000,"0.526000",46999,0,171.000000,"171",138.000000,"138","4600025",47000
