BRAIN_root::brainData,ID
"0000000000000110000000010001000010000110000100000000000100000000101000000000000000001011000000100000000000010000000010000000000100001000111000000000000000001000001011000010000000000000001001001000100000001010001000000001010010000000010001000010100000000000000000100100010001000010001000000000010001000000000000000001000001100001000000010000000000000001000100000000000001000000100010000001000000001100011110010000000000000000000000000100000000000000000000000000000100000001000000000100000000010010101000100001000000100000000101000000000000000100000101001100000000000000000000001000000000100000011000000100110000010000000100000100010000000000000000000010000100000000000000000001000000101000000000000000100000000010001000010000000000000000000000000000100000000000010001000000000000000001001000111000000001000000000000000100001100000000000010011001000000100000101000000000000000000100000000000001000100100000110000010100100000001001100000001100000000000010100110100000010100010001001001000000000100001000|86|937^981^911^956",4500001
"0000000000000110000000010001000010000110000000000000000100000000101000000000000000001011000000100000000000010000000010000000000100001000111000000000000000001000000011000010000000000000001001001000100000001010001000000001010010000000010001000010100000000000000000100100010001000010001000000000010001000000000000000001000001100001000000010000000000000000000100000000000001000000100010000001000000001100011110010000000000000000000000000100000000000000000000000000000100000001000000000100000000010010101000100001000000000000000111000000000000000100000101001100000000000000000000001000000000100000011000000100110000010000000100000100010000000000000100000000000100000000000000000001000000101000000000000000100000000010001000010000000000000000000000000000100100000000010001000000000000000001001000111000000001000001000000000100001100000000000010011111000000100000101000000000000000000100000000000001000100100000110000010100100000001001110000001100000000000000100110100000010100010001001001000000000100001000|86|937^981^911^956",4500002
"0001000000000100000000011001000000000110000000000000000100010000101001000000000000100010000000000000000000100000000010000100000100001000011010000000000000001000000111000011000000000100000000000000100000001010001000000001000110000000000000000010100000000000000000100100010000000000001100000000000001000011000010000001000000000001010010010000000000000000000100000000000001001000100011100011000000001100001110010000000000000000000000000000000000000000000001000000000101000001000000010100000000010000100000100000000000000000000001000000000000000100000101001100000000010000000000000000000000100000011000000100100000010000000100000100010000000000000000000100010100000000000000010000000001101000010000000000100000000000001000011000100000000000000000000000000000000001010100001000000000001001001000101000000001000000001000100101001100000100000000011110000001000100001000000000000000000100000000010001000100100000110001010100100000001001111000001100000000000000000010100010010100000001001101000000000000001001|86|937^981^911^956",4500003
"0000000000000010000000010001000010010110000000000000000100000000101000000000000000001010000000100000000000010000000010100000000100001000111000000000000000001000001011000011000000000010001001001001100000001010001100000001010010000000000001000010100000000000000000100100000001000010001000000000010001000000000000000001000101100001000000010000000000000000000100000000000000000000100000000001000000001100011110010000000000000000000000000100010000000000000000000000000101000001000000000100000000010010101000100001000000000000000101000000000000000100000101001000000000000000000000001000000000100000011000000100100000000000000100000100010000000000000000000000010100000000000000000001000000101000000000000000100000000010001000010000000000000000000000000000100000100000010001010010000000000001001000111000000001000000000000000101001100000000000000011111000000100000101000000000000000000100000000000001000110100000110001010100100000001001110000001100000000000000100110000000010100010000001001000000000100001000|86|937^981^911^956",4500004
"0001000000000100000001011001000000000110000000000000000100010000101001000000000000100010000000000000000000100000000010000100000100001000011010000000000000001000000111000011000000000000000000000000100000001000001000000101000110000000000000000010100000000000000000100100010000000000001000000000000001000011000010000001000000000001010010010000000000000000000100000010000001000000100011100011000000001100001110010000000000000000000000000000000000000000000001000000000100000001000000000100000000010000100000100000000000000000000001000000010000000100000101001100010000010000000000000000000000100000011000000100000001010000000100000100010000000000000000000100010100000000000000010001000000101000010000000000100000000000001000011000100000000000000000010000000000000001010000001000000000001001001000101000000001000000001000100001001100000100000000011110000001000100001000000000000000000100000000010001000100100000110001010100100000000001111000001100000000000000000010100010010100000000001101000000000000001001|86|937^981^911^956",4500005
"0001000000000100000001000001000000000000000000000000000100000000101000000000000000100010000000000000000000100000000010000100000100001000011010000000000000001000000111000011000000000000000000000000100100001110001000000001000110000000000000000010100000000000000000100100010010000000001000000000000001000011000010000001000000000101010010010000000000000000000100000000000000000000100011100001000000001100101110010000000000000000000000001001000000000000000000000000000100000001000000000100000000010010100000100000000000000000000001100000000000000100000101001100000000010100000000010000000000100000011000000100000001010000000100000000010000000000000000000100010000000000000000000011000000001001010000000000000000000001001000001000100000000000000000010000100000000001010100001000000010001001001000111001000001010000001000000101001100000000000000011100000001000100001000000000000000000100000000011011000100100100110101010100100000001001111000001100000000000000000010100010010100010000001101010000000100001001|86|937^981^911^956",4500006
"0001000000000100000001010001000000100100000000000000000100000000101001000000000000000010000000000000000000000000000010000100000100001000011010000000000000001000000111000010000000000000000000000000100000001010011000001101010110000000000000000010100000000000000000000100010000000000001000000000000001000011000010000001000000000001010000000000000001000000000100000000000010000000100011100001000000001000001110010000000000000000000000000000000000000000000001000000000100000000000000000000000000010000100001100000000000000000000001100000000000000100000101001100000000010000000000000000000000100100011000000100100001010000000100000100010000000000000000000100110100000000000000000001000000101000010000000000100000000000001000011000100000000000000000010100000000000000010100001000000000001001001000111000000001000000001000100101001100000000000000011010000001000100001000000000000000000100000000010000000100100000110001010100100000001001110000001100000100000000000010000010010100000001001101000000000100001001|86|937^981^911^956",4500007
"0001000000000100000001010001000010000110000000000000000100000000101000000000000000000011000000100001000000010000100010000000000100001000011010000000000000001000000111000011000000000000100001000100100000001010001000000110010110000000010000000010100000000000000000100100010001000000111000000000000001000011000010000001000000000001010011010000000100001000000100000000000000000000100000100001000000001100000110010000000000000000000000000000000000000000000001000000000100000001000000000100000000010010100000100001000000000000000001010000000000000000000100001110000100010000000000001000000000100000011000000100010000010000000100000100010000000000000000000100010000000000000000000001000001101000010000000000100000000000001001011000100000000000000000010000100000000001000100001000000000001001001000101000000000000000001000101101001100000000000001011111000001000100000000000000000000000000000000000001000100100000110001010100100000001001111000001100000000000000000010100000011001010001001001000000000100001011|86|937^981^911^956",4500008
"0001000000000100000001010001000010000110010000000000000100000000101000000000000000000011000000100000000000010000000010000000000100001000011010000100000000001000000111000011000000000000100001000100100000001000001000000110010110000000000000000110100000000000000000100100010001000000111000000000000001000011000010000001000000000001010011010000000100001000000100000000000000000000100010100001000000001100000110010000000000000000000000000000000000000000000001000000000100000001000000000100000000010010100000100001000000000000000001000000000000000000000101001110000100010000000000001000000000100000011000000100010000010000000100000100010000000000000000000100010100000000000000000001000001101000010000000000100000000000001001011000100010000000000000010000100000000001000100001000000000001001001000101000000001000000001000100101001100000000000000011111000001000100000000000000000000000100000000010001000100100000110001010100100000001001111000001100000000000000000010100000010101010001001001000000000100001011|86|937^981^911^956",4500009
"0001000000000100000001011001000000000110000000000000000100010000101001000000000000100010000000000000000000100000000010000100000100001000011010000000000000001000000111000011000000000100000000000000100000001010001000000001000110000000000000000010100000000000000000100100010000000000001000000000000001000011000010000001000000000001010010010000000100000000000100000000000001000001100011100011000000001100001110010000000000000000000000000000000000000000000001000000000100000001000000000100000000010000100000100000000000000000000001000000000000000100000101001100000000010000000000000000000000100000011000000100100001010000000100000100010000000000000000000100010100000000000000010001000000101000010000000000100000000000001000011000100000000000000000000000000000000001010100001000000010001001001000101000000001000000001000100101001100000100000000011110000001000100001000000000000000000100000000010001000100100001110001010100110000001001111000001100000000000000000010100010010100000001001101000000000000001001|86|937^981^911^956",4500010
