BRAIN_root::brainData,ID
"1001000010011000000000000000000000000000010011000000000100000001000100101000100000000000000000001000000010000000000000001000000000000000010000000000001001000100100000000000001010110000101001001010000000000000100000000000000000000000000000001000000001000000001000000000000001000000000000100000000000000000010000000001000001010000000011100001000010000000000110010001000000000000010100000000000001001000000000000000001001101100000010100001000000100010000110000011000000000100000010000000000000000011001000000000100000000100010000000000000000000000000000000000100000000010000001000000010000000000000000001001001001100001000010000000000000010000000000000000000000000101011000000000010000100000001001000001000001101000000001100000100100000000001010000000010000000001000100010100000000010000000000100100000000011000000000000000000000010000000000011011101000000000000000000000000010000000000011110101000000000010000100010000000100100000010001100001000010000100011000000000000000100000000100100000101000010000|96|990^929^933^988",4400001
"1000000010001000000000000000000000010000010010001000000010000001000101101000000000000000000010001000001010000000000000101000100000000000010000001000001000010100100000000000001010000000001001101000000000000000100000000000000000000000000000001000000001000000001000001000000001000000000000000010000000010000000000000000000001110000000001100001000110000000000100010000000000000000010000000000000101000000010000000000000001111000000010100001000000100000000110000001000000000100010001000000100100000011001000000000100000000100010000000000000000000000100000000000100000000010000001000000100000000000000000000011001001000000000011100000000000000100000000000001000001000100001000000010000000100000000001000010000001101000000000100001000110000000001000000000010000001011000100000100000000010000000000100100000000011000000000000000000000000000000000010001000000001000000000000000000010000000000011110101000000000010000100010000110100100000010001100001000000100100001000000000000011100000000100101000101000000000|96|990^929^933^988",4400002
"1000000010011000000000000000010010000000010011000000000000000001000101101000100000000000000000001000001010000000000000101000000000000000010000000000001000000100100000000000001010110000001001011010000000000000100000000000000000000000000000101000000001000000001000001000000001000000000000100000000000000000010000001001001001110000000011100001000010000100000100010000000000000000010100000000000101000000000100000010001001101100000010100001000000100010000010000001000000000100010011000000000000000011101000000000100000000100010000000010000000000000000000000000000000001010000001000000000000000100000000000011001001100001000010000000100000010100000000000001000000000101001000000000010000100000001000010000000000100000000000100000100100000000001010000000010000000001000100010100000000010000000000100100000000011000000100100000000000010000000000011001000000001000010010000000000010000000000011110101000000000010100000010000000100100000010001100001000010100100001000001000000000101000000100101000101000000000|96|990^929^933^988",4400003
"1001000010001000000000000000000000010000010010001000000010000001000101101000000000000000000010001000001010000000000000101000100000000000000000001000001000010100100000000000001010000000001001101000000000000000100000000000000000000000000000001000001001000000001000001000000001000000000000000010000000010000000000000000000001110000000001100001000110000000000100010010000000000000010000000000000101000000010000000000000001111000000010100001000000100000000110000001000000000100010001000000100100000011001000000000100000000100010000000000000000000000100000000000100000000010000001000000100000000000100000001011001001000000000011100000000000000100000000000001000001000100001000000010010000100000000001000010000001101000000000100001000110000000001000000000010000001011000100000100000000010000000000100100000000011000000000000000000000000000000000011001000000001000000000000000000010000000000001110101000000000010000000010000110100100000010001100001000000100100001000000000000011100000000100101000101000000000|96|990^929^933^988",4400004
"0001000010010000000000000000000000000000010011000000000100000001000101101000100000000000000000001000000010000000000000001000000000000000010000000000101000000100000000000000001010100001101001001010000000000000100000000000000000000000000000001000000101000000001000001000000001000000000000100000000000000000010000000001000001110000000011100001000000000000000100010001000000000000010100000000000101000000000000000000000001101100000010100001000001000010000010000011000000000000000011000000000000000010001000000000100000000000010000000010000000000000000000000000001000000010000001001000010000000000000000001001001001100001000010000000000000010000000000000000000000000101001000000000110000100000001001000001000001101000000000100000100100000000001010000000010000001001000000010100000000010000000000100100000000011000000000000000000010010000000000011001100000001000000000000000000010000000000011110101000000000010000100010000000100100000011001100001000010100100000000000000000000100000000100100000100000100000|96|994^929^933^988",4400005
"1001000010001100000000000100000000010011010010001000000010001001100101101000000000000000000000001000001010000000000100101000000000100000010000001000001010010100100000000000001010010000001001101000000000000000100000000000000000000000000000101000000001000000001000001000000001000000000000000000000000000000000000000001000001110000000001100001000110000000000000010000000001000000010000000000000101000000010000000000000001101000000010100001000000100001000010000011000000000100010001000000100100000011001000000000100000000100010000000000000000000000000000000010000000000010000001000000000000000000000100011001001001000001000010100000000000010100001000000001000001000100001000000010110000100000001001000011100001101000000000100001000110000000001000010000010000001101000100010100000000010000000000100100000000011000000100000000000000000000000000011001000000001000000000000000000010000000000011110101000000000010000100010000110100100000010001000001000000100000001000000000001000100000000100101000101000000000|96|990^929^933^988",4400006
"1001000010001000000000000000000000010000010010001000000010000001000101101000000000000000000010001000001010000000000000101000100000000000010000001000001000010100100000000001001010000000001001101000000000000000100000000000000000000000000000001000000001000000001000001000000001000000000000000010000000010000000000000000000001110000000001100001000110000000000100010000000000000000010000000000000101000000010000000000000001111000000010100001000000000000000110000001000000000100010001000000100100000011001000000000100000000100010000000000000000000000100000000000100000000010000001000000100000000000000000001011001001000000000001100000000000000100000000000001000001000100001000000010010000100000000001000010000001101000000000100001010110000000001000000000010000001011000100000100000000010000000000100100000000010000000000000000000000000000000000011001000000001000000000000000000010000000000011110111000000000010000100010000110100100000010001100001000000100100001000000000100011100000000100101000101000000000|96|990^929^933^988",4400007
"1001000010010000000000000000000000000000010011000000000100000001000101101000100000000000000000001000000010000000000000001000000000000000010000000000101000000100100000000000001010100000101001001010000000000000100000000000000000000000000000001010000101000000001000001000000001000000000000100000000000000000010000000001000001110000000011100001000000000000000100010001000000000000010100000000000101000000000000000000000001101100000010100001000001000010000000000011000000000000000011000000000000000011001000000000100000000101010000000010000000000000000000000000001000000010000001001000010000000100000000001001001001100001000010000000000000010000000000000000000000000101001000000000110000100000001001000001000001101000000000100000100100000000001010000000010000000001000100010100000000010000000000100100000000011000000000000000000000010000000000011001100000001000000000000000000010000000000011110101000000000010000100010000000100100000011001100001000010100100000000000000000000100000000100101000101000000000|96|990^929^933^988",4400008
"1001000010001000000000000000000000010000010010001000000010001001000101001000000000000000000010001000001010000000000000101000100000000000010000001000000000010100100000000000001010000000000001101000000000000000100000000000000000000000000000001000000001000000001000001000000001000000000000000010000000010000000000000000000001110000000001100001000110000000000100010000000000000000010000000000000101000000010000000000000001111000000010100001000000100000000110000001000000000100010001000000100100000011000000000000100000000100010000000000000000000000100000000000100000000010000000000000100000000000000000001011001001000000000011100000000000000100000000000001000001000100001000000010010000100000000001000010000001101000000000100001000110000000001000000000010000001011000100000100000000010000000000101100000000011000000000000000000000000000000000011001000000001000000000000000000010000000000011110101000000000000000100010000110000100000010001100001000000100100001000000000000011100000000100101000101000000000|96|990^929^933^988",4400009
"1000000010011000000000000000010000000000010011000000000000000001000101101000100000000000000000001000001000000000000000101000000000000000010000000000001000000100100000000000001010100000001001011010000000000000100000000000000000000000000000101000000001000000001000001000000001000000000000100000000000000000010000001001000001110000000001100001000010000100000100010000000000000000010100000000000101000000000100000010001001101100000010100001000000100010000010000001000000000100010011000000000000000011101000000000100000000100010000000010000000000000000000000001000000001010000001000000000000000000000000000011001001100001000010000000000000010100000000000001000000000101001000000000110000100000001000010001000001100000000000100000100100000000001010000000010000000001000100010100000000010000000000100100000000011000000100100000000000010000000000011001000000001000010010000000000010000000000011110101000000000010100000010000000100100000010001100001000010100100001000001000000000101000000100101000101000000000|96|990^929^933^988",4400010
