BRAIN_root::brainData,ID
"1100010000000101100000000010000001000001000000010010011100000000010000000000000000010000010100000001000000000100000000100110000000001010000000000001000000000000000010000100001000100000000000010010000100000000000000000000000000000100000000000001000010000000000000000000100011000000000000000000000000001000100001000010010000000000010100000010010010001110000001010100000100001010000001000010000010000000001000000000000000000000000100001000000001100100100100000000000000011000000110001000000000101000000010100001011010000000000001000000000000000000010000000000000001000000000001000000000000110000101001011001000010000000010110000000000010100010000001000100000000000100000000000000000000000000000110000010000000000001101001000011000001000000000000001010000001100001000000001010010000001001100000101001000000101000000000000000010000001010000100000000000000100000000000000000000000000010001010000000000000000100101010000101110100100000100001000000010000000000000000001010000010100100100001000001000001000000|47|913^987^970^928",3900001
"0000001000001000100000001000000100000000000000001000001000000000010000011000000000000000000000000001000000000000100000100000000000010000000000000001000000000000000010010101000000001001000001000000000000000000011010000100000000000100000000000000000010100000000001000000000001000000010100000010000000001000000100000100000000000000000000000001000010000100000101000000000000001010000000000001100001000000000000000000110000000000001000000010000001000000100000000000000000010000000110001000000000100100010000101000000000000000100000001001000010010000000000000000000000000000110011000000001000010010100000001100100000000000000010000000001000000110000000000100000000000000000000000010000000000000000001000000000000000001100001000000011001100001000001001000000101100001000000000010010000001000000000011000000000101000000000000000010000001010000000000000010000100000000000000000010000000011001010000000000000100101001100001101110000100000110000001000001000001000001000001000000111100000010011000001000001110000|48|913^987^970^928",3900002
"1100010000000001100000000010010001000001001000000011011001000000000000001000010000010000000110000101000000000100000000100110000000011010000000000001000000000000000010000000001000000000000000010000001100000000010000000000000000000100000000000001000010000000000000000100010011010000010000000000001000001101100001000010010000000000010000000000010010000110000100010000000100001010001001000010100010000000001000000100000000000000000100001000000001100100100000000000000000010000000110001000000000101000000010000001001010100000000000001000000000000000000010000000000001000000000001000000000100010000100001010000000010000000000010000000000010100010000000001100000000000100001000000000000010000000100110010000000000000001101001000000000001000000000000001010000001000001000000001010010000001000100000101000000000101000000000000110010000000010000100000000000000100000000000000000001000000010001010000000000100000000101010000101100000100100100001000000010000001000001000001010000010100100100001000001001001010010|57|913^987^970^928",3900003
"0000001000001000100001001000000100000000000000001000001000000000010000011000000000000000000000000001000000000000100000100000000000010000000000000001000000000000000010000101000000001001000001000000000000000000011010000100000000000100000000000000000010100000000001100010000001000000010100000000000000001000000100000100000000000000000000000001000010000100000101000000000000001010000000000001100001000000000010000000110000000000001000000010000001000000100000000000000000010000000110001000000100100100010000001000000000000000100000001001000010010000000000000000000000000000110011000000001000010010100000001100100000000000000010000000001000000110000000000100000000000000000000000010000000000000000000000000000000000001100001000000011001100001000001001000000101100001000000000010010000001000000000011000000000101000000000000000010000001010000000000000010000100000000000000000010000000011001000000000000000100101001100001101110000100000110000001000001000001000001000001000000111100000010001000001000001110000|48|913^987^970^928",3900004
"0000001000001000100000001000000100000000000000001000001000000000010000011000000000000000000000000001000000000000100000100000000000010000000000000001000000000000000010000101000000001001000001000000000000000000011010000100000000000100000000000000000010100000000001100000000001000000010110000010000000001000000100000100000000000000000000001001000010000100000101000000000000001010000000000001100001000000000010000000110000000000001000000010000001000000100000000000000000000000000110001000000100100100010000001000000000000000100001001001000000010000000000000000000000000000110011000000001000010010100000000100100000000000000010000000001000000110000000000100000000000000000000000010000000000000000000000000000000000001100001000000011001100001000001001000000101100001000000000010010000001000000000011000000000101000000000000000010000001010000000010000010000100000000000000000010000000011001010000000000000100101001100001101110000100000110000001000001000001000001000011000000111100000010011000001000001110000|48|913^987^970^928",3900005
"0000000000001000100000001000000100000000000000001000000001000000010000010000000000000000000000000001000000000000100000000000000000010000001000000001000000000000000010000101000000001001000001000000000000000000010000000000000000000100100000000000000010100000000001000000000001000000010101000010000000001000000100000100000000000000000000101001000000000100000101000000000000000010000000000001100001000000000010000000110000000000001000000010000000000000100000000000000000010000000110001000000100101100010000101000000000000000100001001001100100010000000000000000000001100000110011000000001000010010100000000000100000000000000010000000001000000110000010000100000000000000000000000010000000000000000000010000000000001001100001000000110001100001000001000000000001100001000000100010010000001000000000011000000000101000100000000000010000001010000000000000010000100000000000000000010000000011001010000000000000100101001100001101000000100000110001001000001000001000001000001000100111100000010011000001000101010000|48|913^987^970^928",3900006
"1000100000000100100000000010010001000000000000000000011101000001010000001000000000000000000100001001000000000000000000100000000000101010000000000001001000000000000010010000001000000000000100000000000100000000010000001000000000000100100010000001000010000000000000000100100001000000010000000000000000001000100100000010011000000000000000000000010010001100000001000100000001001010000001000010000000000000001010000000000000010000000100001000000001000100100000000000000000010000010110000000000100101000000000000011000010100000000001001001000000010000000010000000000001000000000000000000000000010000100000111001100110000000000110000000001010000010000000001100000000000100001000000000000000000000000010000000000000000001100100000001000001000010000000100000000000000001000000000010010100001100100000101001000000101000010000000100010000001010000000000000000000100000000000000000010000000010001010000000000000000100101010000101010000100010100000000001010000001000001000001010000010100100101001000001000001110010|57|913^987^970^928",3900007
"1100010000000000100000010010000001000001000000010011011101000000010000001000010000010000000110000001000000000100000000100010000000000010000000000001000000000000100010000000001000000000000000010001001100000000010000000000000000100000000000000001000010000100000000000100110011010000010000000000000000001100100000000010010000000000010000000000000010000100000101010100000100001010000001000010000010000000001000000100000000000000000100001001000001100100100000000000000000010000000110001000000000101000000010000001000010000000000001000010000000010000000010000000000001000000000001000000000000010000000001010001000010000000000010000000000000000010000000001000001000000100000000000000000000000000000110000000000000000001101101001010100001000000000000001010000001100001000000001010010000000000100000101001000000101000000000100110010000001010000100000000001010000000000000000000000000000010001010000000000000000000101010000101110000100100100001000000010000001000000000001010000000100100110001000001000001010010|57|913^987^970^928",3900008
"1100000000000101100000000010000001000001000100010010011100000000010001000100000000010000010100000001000000000100000000100110000000001010000000000001000000000000000010000000001000100000000100010010000100000000000000000000000000000100000000000001000010000000001000000000100011000000010000000000000000001000100001000010010000000000010100000000010010001110000101010000000100001010000001000010000010000000001000000000000000000000000100001000000001100100100000000000000000010000000110001000000000101000000000100001011010000000000001000000000000000000000010000000000100000000000001000000000000110000100001011011000010000000010110000000000010100010010000000100000000000100001000000000000000000000000110000000000000000001101001000011000001000000000000000010000001100001000000001010011000001000100000101001000000101000000000000000010000001010000100000000000000100000000000000000000000000000001010010000000000000100101010000101110100100000100001000000000000000000000000001010000000100100100001000001010001001001|47|913^987^970^928",3900009
"1100010000000001100000000010010001000001001000000011011101000000000000001000010000010000000110000001000000000100000000100110000000101010000000000001000000000000000000000000001000000000000000010000001100000000010000000000000000000100000000000001000010000000000000000100000011010000010000000000001000001100100001100010010000000000010000000000010010000110000101010000000100001010000001000000100010000000001000100100000000000000000100001000000001100100100000000000000000010000000110001000000000101000000010000001001010100100000001001000000000000000000010000000000001000000000001000000000100010000100001010000000010000000000010000000000010100010000000001100000000000100001000000000000010000000000110010000000000000001101001000000000001000000000000001010000001000001000000001010010000001000100000101001000000101000000000000110010000000010000100000000000000100000000000000000000000000010001010000000000100000100101010000101100000100100100001000000010000001000001000001010000010100100100000000001001001010010|57|913^987^970^928",3900010
