ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
3700001,1,0.512000,"0.512000",0.508000,"0.508000",0.500000,"0.500000",0.504000,"0.504000",0.506000,0.506000,"0.506000",36999,0,158.000000,"158",123.000000,"123","3600051",37000
3700002,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",36999,4,149.000000,"149",128.000000,"128","3600051",37000
3700003,1,0.516000,"0.516000",0.508000,"0.508000",0.520000,"0.520000",0.520000,"0.520000",0.516000,0.516000,"0.516000",36999,0,153.000000,"153",97.000000,"97","3600051",37000
3700004,1,0.492000,"0.492000",0.524000,"0.524000",0.500000,"0.500000",0.508000,"0.508000",0.506000,0.506000,"0.506000",36999,0,148.000000,"148",111.000000,"111","3600051",37000
3700005,1,0.504000,"0.504000",0.500000,"0.500000",0.520000,"0.520000",0.508000,"0.508000",0.508000,0.508000,"0.508000",36999,0,147.000000,"147",106.000000,"106","3600051",37000
3700006,1,0.484000,"0.484000",0.508000,"0.508000",0.524000,"0.524000",0.516000,"0.516000",0.508000,0.508000,"0.508000",36999,0,143.000000,"143",104.000000,"104","3600051",37000
3700007,1,0.524000,"0.524000",0.476000,"0.476000",0.532000,"0.532000",0.544000,"0.544000",0.519000,0.519000,"0.519000",36999,0,159.000000,"159",127.000000,"127","3600051",37000
3700008,1,0.532000,"0.532000",0.540000,"0.540000",0.548000,"0.548000",0.540000,"0.540000",0.540000,0.540000,"0.540000",36999,0,144.000000,"144",50.000000,"50","3600051",37000
3700009,1,0.460000,"0.460000",0.536000,"0.536000",0.460000,"0.460000",0.452000,"0.452000",0.477000,0.477000,"0.477000",36999,0,148.000000,"148",102.000000,"102","3600051",37000
3700010,1,0.524000,"0.524000",0.488000,"0.488000",0.488000,"0.488000",0.492000,"0.492000",0.498000,0.498000,"0.498000",36999,0,155.000000,"155",133.000000,"133","3600051",37000
3700011,1,0.492000,"0.492000",0.492000,"0.492000",0.508000,"0.508000",0.512000,"0.512000",0.501000,0.501000,"0.501000",36999,0,154.000000,"154",140.000000,"140","3600051",37000
3700012,1,0.472000,"0.472000",0.528000,"0.528000",0.524000,"0.524000",0.536000,"0.536000",0.515000,0.515000,"0.515000",36999,0,156.000000,"156",126.000000,"126","3600051",37000
3700013,1,0.484000,"0.484000",0.516000,"0.516000",0.500000,"0.500000",0.508000,"0.508000",0.502000,0.502000,"0.502000",36999,0,149.000000,"149",140.000000,"140","3600051",37000
3700014,1,0.492000,"0.492000",0.512000,"0.512000",0.504000,"0.504000",0.512000,"0.512000",0.505000,0.505000,"0.505000",36999,0,151.000000,"151",132.000000,"132","3600051",37000
3700015,1,0.516000,"0.516000",0.520000,"0.520000",0.528000,"0.528000",0.516000,"0.516000",0.520000,0.520000,"0.520000",36999,0,153.000000,"153",132.000000,"132","3600051",37000
3700016,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",36999,6,152.000000,"152",135.000000,"135","3600051",37000
3700017,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",36999,5,155.000000,"155",123.000000,"123","3600051",37000
3700018,1,0.520000,"0.520000",0.484000,"0.484000",0.484000,"0.484000",0.488000,"0.488000",0.494000,0.494000,"0.494000",36999,0,147.000000,"147",110.000000,"110","3600051",37000
3700019,1,0.532000,"0.532000",0.532000,"0.532000",0.476000,"0.476000",0.488000,"0.488000",0.507000,0.507000,"0.507000",36999,0,151.000000,"151",115.000000,"115","3600051",37000
3700020,1,0.536000,"0.536000",0.532000,"0.532000",1.000000,"1.000000",0.528000,"0.528000",0.649000,0.649000,"0.649000",36999,0,147.000000,"147",104.000000,"104","3600051",37000
3700021,1,0.524000,"0.524000",0.512000,"0.512000",0.640000,"0.640000",0.524000,"0.524000",0.550000,0.550000,"0.550000",36999,0,149.000000,"149",131.000000,"131","3600051",37000
3700022,1,0.488000,"0.488000",0.492000,"0.492000",0.488000,"0.488000",0.480000,"0.480000",0.487000,0.487000,"0.487000",36999,0,141.000000,"141",48.000000,"48","3600051",37000
3700023,1,0.508000,"0.508000",0.520000,"0.520000",0.540000,"0.540000",0.544000,"0.544000",0.528000,0.528000,"0.528000",36999,0,146.000000,"146",135.000000,"135","3600051",37000
