ID,alive,consumptionRatio_AVE,consumptionRatio_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,optimizeValue,otherHits_AVE,otherHits_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,tournament_numOffspring,wallHits_AVE,wallHits_LIST,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
1000001,1,1.000000,"1,1,1,1,1,1,1,1",12.250000,"12,12,13,12,12,12,13,12",12.750000,"13,13,12,13,13,13,12,13",25.000000,0.000000,"0,0,0,0,0,0,0,0",25.000000,"25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000",15.250000,"16,12,22,11,16,12,22,11",9999,0,5.000000,"1,0,18,0,0,0,21,0",155.000000,"155",120.000000,"120","900041",10000
1000002,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",9999,0,0.000000,"0,0,0,0,0,0,0,0",141.000000,"141",113.000000,"113","900041",10000
1000003,1,0.500000,"1,0,1,0,1,0,1,0",1.750000,"2,2,2,1,2,2,2,1",1.750000,"3,2,1,1,3,2,1,1",3.500000,0.000000,"0,0,0,0,0,0,0,0",3.500000,"5.000000,4.000000,3.000000,2.000000,5.000000,4.000000,3.000000,2.000000",1.750000,"2,2,2,1,2,2,2,1",9999,0,174.750000,"167,172,174,180,170,175,177,183",148.000000,"148",105.000000,"105","900041",10000
1000004,1,1.000000,"1,1,1,1,1,1,1,1",12.250000,"12,12,13,12,12,12,13,12",12.750000,"13,13,12,13,13,13,12,13",25.000000,0.000000,"0,0,0,0,0,0,0,0",25.000000,"25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000",15.250000,"16,12,22,11,16,12,22,11",9999,1,4.750000,"0,0,18,0,0,0,20,0",147.000000,"147",100.000000,"100","900041",10000
1000005,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",9999,0,0.000000,"0,0,0,0,0,0,0,0",148.000000,"148",16.000000,"16","900041",10000
1000006,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",9999,0,99.375000,"199,199,199,198,0,0,0,0",147.000000,"147",114.000000,"114","900041",10000
1000007,1,1.000000,"1,1,1,1,1,1,1,1",12.250000,"12,12,13,12,12,12,13,12",12.750000,"13,13,12,13,13,13,12,13",25.000000,0.000000,"0,0,0,0,0,0,0,0",25.000000,"25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000",15.250000,"16,12,22,11,16,12,22,11",9999,4,5.000000,"1,0,18,1,0,0,20,0",143.000000,"143",95.000000,"95","900041",10000
1000008,1,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,"0,0,0,0,0,0,0,0",0.000000,0.000000,"0,0,0,0,0,0,0,0",0.000000,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",9999,0,0.000000,"0,0,0,0,0,0,0,0",146.000000,"146",110.000000,"110","900041",10000
1000009,1,1.000000,"1,1,1,1,1,1,1,1",12.250000,"12,12,13,12,12,12,13,12",12.750000,"13,13,12,13,13,13,12,13",25.000000,0.000000,"0,0,0,0,0,0,0,0",25.000000,"25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000,25.000000",15.250000,"16,12,22,11,16,12,22,11",9999,2,4.875000,"1,0,18,0,0,0,20,0",148.000000,"148",113.000000,"113","900041",10000
1000010,1,0.250000,"0,0,0,0,1,1,0,0",0.250000,"0,0,0,0,1,1,0,0",0.000000,"0,0,0,0,0,0,0,0",0.250000,0.000000,"0,0,0,0,0,0,0,0",0.250000,"0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000",0.000000,"0,0,0,0,0,0,0,0",9999,0,173.750000,"199,199,1,199,197,197,199,199",155.000000,"155",129.000000,"129","900041",10000
