ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4500001,1,0.520000,"0.520000",0.512000,"0.512000",0.512000,"0.512000",0.504000,"0.504000",0.512000,0.512000,"0.512000",44999,0,158.000000,"158",126.000000,"126","4400018",45000
4500002,1,0.476000,"0.476000",0.488000,"0.488000",0.476000,"0.476000",0.476000,"0.476000",0.479000,0.479000,"0.479000",44999,0,164.000000,"164",132.000000,"132","4400018",45000
4500003,1,0.516000,"0.516000",0.524000,"0.524000",0.520000,"0.520000",0.520000,"0.520000",0.520000,0.520000,"0.520000",44999,0,164.000000,"164",149.000000,"149","4400018",45000
4500004,1,0.432000,"0.432000",0.548000,"0.548000",0.424000,"0.424000",0.572000,"0.572000",0.494000,0.494000,"0.494000",44999,0,170.000000,"170",145.000000,"145","4400018",45000
4500005,1,0.532000,"0.532000",0.500000,"0.500000",0.508000,"0.508000",0.488000,"0.488000",0.507000,0.507000,"0.507000",44999,0,158.000000,"158",144.000000,"144","4400018",45000
4500006,1,1.000000,"1.000000",0.476000,"0.476000",0.464000,"0.464000",0.464000,"0.464000",0.601000,0.601000,"0.601000",44999,0,157.000000,"157",142.000000,"142","4400018",45000
4500007,1,0.552000,"0.552000",0.524000,"0.524000",0.524000,"0.524000",0.520000,"0.520000",0.530000,0.530000,"0.530000",44999,0,165.000000,"165",134.000000,"134","4400018",45000
4500008,1,0.548000,"0.548000",0.536000,"0.536000",0.548000,"0.548000",0.540000,"0.540000",0.543000,0.543000,"0.543000",44999,0,154.000000,"154",113.000000,"113","4400018",45000
4500009,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",44999,7,159.000000,"159",140.000000,"140","4400018",45000
4500010,1,1.000000,"1.000000",0.540000,"0.540000",1.000000,"1.000000",1.000000,"1.000000",0.885000,0.885000,"0.885000",44999,1,163.000000,"163",148.000000,"148","4400018",45000
4500011,1,0.492000,"0.492000",0.480000,"0.480000",0.476000,"0.476000",0.472000,"0.472000",0.480000,0.480000,"0.480000",44999,0,159.000000,"159",122.000000,"122","4400018",45000
4500012,1,0.528000,"0.528000",0.536000,"0.536000",0.516000,"0.516000",0.528000,"0.528000",0.527000,0.527000,"0.527000",44999,0,168.000000,"168",144.000000,"144","4400018",45000
4500013,1,0.568000,"0.568000",0.588000,"0.588000",0.584000,"0.584000",0.580000,"0.580000",0.580000,0.580000,"0.580000",44999,0,165.000000,"165",126.000000,"126","4400018",45000
4500014,1,1.000000,"1.000000",1.000000,"1.000000",0.500000,"0.500000",0.504000,"0.504000",0.751000,0.751000,"0.751000",44999,0,156.000000,"156",131.000000,"131","4400018",45000
4500015,1,0.544000,"0.544000",0.548000,"0.548000",0.540000,"0.540000",0.548000,"0.548000",0.545000,0.545000,"0.545000",44999,0,162.000000,"162",139.000000,"139","4400018",45000
4500016,1,0.504000,"0.504000",0.512000,"0.512000",0.500000,"0.500000",0.508000,"0.508000",0.506000,0.506000,"0.506000",44999,0,160.000000,"160",140.000000,"140","4400018",45000
4500017,1,0.464000,"0.464000",0.472000,"0.472000",0.460000,"0.460000",0.448000,"0.448000",0.461000,0.461000,"0.461000",44999,0,162.000000,"162",126.000000,"126","4400018",45000
