ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4400001,1,0.456000,"0.456000",0.464000,"0.464000",0.480000,"0.480000",0.472000,"0.472000",0.468000,0.468000,"0.468000",43999,0,162.000000,"162",133.000000,"133","4300093",44000
4400002,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,16,163.000000,"163",147.000000,"147","4300093",44000
4400003,1,0.492000,"0.492000",0.476000,"0.476000",0.512000,"0.512000",0.512000,"0.512000",0.498000,0.498000,"0.498000",43999,0,160.000000,"160",143.000000,"143","4300093",44000
4400004,1,0.500000,"0.500000",0.504000,"0.504000",0.512000,"0.512000",0.496000,"0.496000",0.503000,0.503000,"0.503000",43999,0,169.000000,"169",154.000000,"154","4300093",44000
4400005,1,0.876000,"0.876000",0.900000,"0.900000",0.900000,"0.900000",0.908000,"0.908000",0.896000,0.896000,"0.896000",43999,5,156.000000,"156",123.000000,"123","4300093",44000
4400006,1,0.476000,"0.476000",0.492000,"0.492000",0.496000,"0.496000",0.504000,"0.504000",0.492000,0.492000,"0.492000",43999,0,161.000000,"161",139.000000,"139","4300093",44000
4400007,1,0.512000,"0.512000",0.508000,"0.508000",0.504000,"0.504000",0.500000,"0.500000",0.506000,0.506000,"0.506000",43999,0,163.000000,"163",131.000000,"131","4300093",44000
4400008,1,0.544000,"0.544000",0.556000,"0.556000",0.504000,"0.504000",0.468000,"0.468000",0.518000,0.518000,"0.518000",43999,0,155.000000,"155",124.000000,"124","4300093",44000
4400009,1,0.500000,"0.500000",0.508000,"0.508000",0.504000,"0.504000",0.500000,"0.500000",0.503000,0.503000,"0.503000",43999,0,158.000000,"158",143.000000,"143","4300093",44000
4400010,1,0.508000,"0.508000",0.492000,"0.492000",0.500000,"0.500000",0.488000,"0.488000",0.497000,0.497000,"0.497000",43999,0,163.000000,"163",146.000000,"146","4300093",44000
4400011,1,0.476000,"0.476000",0.488000,"0.488000",0.548000,"0.548000",0.548000,"0.548000",0.515000,0.515000,"0.515000",43999,0,168.000000,"168",139.000000,"139","4300093",44000
4400012,1,0.484000,"0.484000",0.500000,"0.500000",0.512000,"0.512000",0.512000,"0.512000",0.502000,0.502000,"0.502000",43999,0,169.000000,"169",150.000000,"150","4300093",44000
4400013,1,0.544000,"0.544000",0.528000,"0.528000",0.528000,"0.528000",0.516000,"0.516000",0.529000,0.529000,"0.529000",43999,0,158.000000,"158",139.000000,"139","4300093",44000
4400014,1,0.464000,"0.464000",0.448000,"0.448000",0.448000,"0.448000",0.460000,"0.460000",0.455000,0.455000,"0.455000",43999,0,162.000000,"162",143.000000,"143","4300093",44000
4400015,1,0.460000,"0.460000",0.444000,"0.444000",0.460000,"0.460000",0.460000,"0.460000",0.456000,0.456000,"0.456000",43999,0,160.000000,"160",128.000000,"128","4300093",44000
4400016,1,0.476000,"0.476000",0.464000,"0.464000",0.560000,"0.560000",0.572000,"0.572000",0.518000,0.518000,"0.518000",43999,0,165.000000,"165",151.000000,"151","4300093",44000
4400017,1,0.492000,"0.492000",0.492000,"0.492000",0.536000,"0.536000",0.528000,"0.528000",0.512000,0.512000,"0.512000",43999,0,169.000000,"169",138.000000,"138","4300093",44000
4400018,1,0.900000,"0.900000",0.904000,"0.904000",0.460000,"0.460000",0.912000,"0.912000",0.794000,0.794000,"0.794000",43999,5,158.000000,"158",139.000000,"139","4300093",44000
4400019,1,0.556000,"0.556000",0.480000,"0.480000",0.556000,"0.556000",0.488000,"0.488000",0.520000,0.520000,"0.520000",43999,0,161.000000,"161",117.000000,"117","4300093",44000
4400020,1,0.440000,"0.440000",0.436000,"0.436000",0.436000,"0.436000",0.448000,"0.448000",0.440000,0.440000,"0.440000",43999,0,164.000000,"164",131.000000,"131","4300093",44000
4400021,1,0.460000,"0.460000",0.472000,"0.472000",0.468000,"0.468000",0.468000,"0.468000",0.467000,0.467000,"0.467000",43999,0,160.000000,"160",117.000000,"117","4300093",44000
4400022,1,0.508000,"0.508000",0.508000,"0.508000",0.516000,"0.516000",0.504000,"0.504000",0.509000,0.509000,"0.509000",43999,0,167.000000,"167",149.000000,"149","4300093",44000
4400023,1,0.492000,"0.492000",0.520000,"0.520000",0.516000,"0.516000",0.488000,"0.488000",0.504000,0.504000,"0.504000",43999,0,169.000000,"169",155.000000,"155","4300093",44000
4400024,1,1.000000,"1.000000",0.560000,"0.560000",0.564000,"0.564000",0.568000,"0.568000",0.673000,0.673000,"0.673000",43999,3,145.000000,"145",124.000000,"124","4300093",44000
4400025,1,0.548000,"0.548000",0.524000,"0.524000",0.560000,"0.560000",0.480000,"0.480000",0.528000,0.528000,"0.528000",43999,0,166.000000,"166",134.000000,"134","4300093",44000
4400026,1,0.496000,"0.496000",0.504000,"0.504000",0.488000,"0.488000",0.540000,"0.540000",0.507000,0.507000,"0.507000",43999,0,159.000000,"159",129.000000,"129","4300093",44000
4400027,1,0.504000,"0.504000",0.524000,"0.524000",0.520000,"0.520000",0.532000,"0.532000",0.520000,0.520000,"0.520000",43999,0,163.000000,"163",146.000000,"146","4300093",44000
4400028,1,0.432000,"0.432000",0.436000,"0.436000",0.436000,"0.436000",0.436000,"0.436000",0.435000,0.435000,"0.435000",43999,0,160.000000,"160",115.000000,"115","4300093",44000
4400029,1,0.444000,"0.444000",0.444000,"0.444000",0.448000,"0.448000",0.428000,"0.428000",0.441000,0.441000,"0.441000",43999,0,157.000000,"157",64.000000,"64","4300093",44000
4400030,1,0.476000,"0.476000",0.532000,"0.532000",0.536000,"0.536000",0.460000,"0.460000",0.501000,0.501000,"0.501000",43999,0,165.000000,"165",151.000000,"151","4300093",44000
4400031,1,0.448000,"0.448000",0.452000,"0.452000",0.440000,"0.440000",0.436000,"0.436000",0.444000,0.444000,"0.444000",43999,0,167.000000,"167",149.000000,"149","4300093",44000
4400032,1,0.520000,"0.520000",0.520000,"0.520000",0.520000,"0.520000",0.520000,"0.520000",0.520000,0.520000,"0.520000",43999,0,158.000000,"158",140.000000,"140","4300093",44000
4400033,1,0.532000,"0.532000",0.544000,"0.544000",0.536000,"0.536000",0.532000,"0.532000",0.536000,0.536000,"0.536000",43999,0,157.000000,"157",127.000000,"127","4300093",44000
4400034,1,0.836000,"0.836000",0.468000,"0.468000",0.876000,"0.876000",0.792000,"0.792000",0.743000,0.743000,"0.743000",43999,0,162.000000,"162",120.000000,"120","4300093",44000
4400035,1,0.676000,"0.676000",0.512000,"0.512000",0.508000,"0.508000",0.488000,"0.488000",0.546000,0.546000,"0.546000",43999,0,168.000000,"168",150.000000,"150","4300093",44000
4400036,1,0.456000,"0.456000",0.448000,"0.448000",0.456000,"0.456000",0.464000,"0.464000",0.456000,0.456000,"0.456000",43999,0,158.000000,"158",119.000000,"119","4300093",44000
