ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4400001,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,9,146.000000,"146",98.000000,"98","4300030",44000
4400002,1,0.508000,"0.508000",0.492000,"0.492000",0.504000,"0.504000",0.524000,"0.524000",0.507000,0.507000,"0.507000",43999,0,162.000000,"162",150.000000,"150","4300030",44000
4400003,1,0.420000,"0.420000",0.420000,"0.420000",0.428000,"0.428000",0.440000,"0.440000",0.427000,0.427000,"0.427000",43999,0,149.000000,"149",98.000000,"98","4300030",44000
4400004,1,0.540000,"0.540000",0.500000,"0.500000",0.516000,"0.516000",0.520000,"0.520000",0.519000,0.519000,"0.519000",43999,0,151.000000,"151",111.000000,"111","4300030",44000
4400005,1,0.512000,"0.512000",0.528000,"0.528000",0.484000,"0.484000",0.484000,"0.484000",0.502000,0.502000,"0.502000",43999,0,157.000000,"157",139.000000,"139","4300030",44000
4400006,1,0.544000,"0.544000",0.528000,"0.528000",0.516000,"0.516000",0.532000,"0.532000",0.530000,0.530000,"0.530000",43999,0,166.000000,"166",152.000000,"152","4300030",44000
4400007,1,0.508000,"0.508000",0.520000,"0.520000",0.508000,"0.508000",0.488000,"0.488000",0.506000,0.506000,"0.506000",43999,0,145.000000,"145",99.000000,"99","4300030",44000
4400008,1,0.444000,"0.444000",0.444000,"0.444000",0.520000,"0.520000",0.548000,"0.548000",0.489000,0.489000,"0.489000",43999,0,145.000000,"145",88.000000,"88","4300030",44000
4400009,1,0.504000,"0.504000",0.520000,"0.520000",0.520000,"0.520000",0.512000,"0.512000",0.514000,0.514000,"0.514000",43999,0,167.000000,"167",131.000000,"131","4300030",44000
4400010,1,1.000000,"1.000000",0.428000,"0.428000",0.416000,"0.416000",0.420000,"0.420000",0.566000,0.566000,"0.566000",43999,0,146.000000,"146",98.000000,"98","4300030",44000
4400011,1,0.924000,"0.924000",0.932000,"0.932000",0.936000,"0.936000",0.936000,"0.936000",0.932000,0.932000,"0.932000",43999,0,147.000000,"147",128.000000,"128","4300030",44000
4400012,1,0.520000,"0.520000",0.504000,"0.504000",0.500000,"0.500000",0.500000,"0.500000",0.506000,0.506000,"0.506000",43999,0,149.000000,"149",112.000000,"112","4300030",44000
4400013,1,0.520000,"0.520000",0.524000,"0.524000",0.524000,"0.524000",0.528000,"0.528000",0.524000,0.524000,"0.524000",43999,0,150.000000,"150",100.000000,"100","4300030",44000
4400014,1,0.516000,"0.516000",0.488000,"0.488000",0.500000,"0.500000",0.492000,"0.492000",0.499000,0.499000,"0.499000",43999,0,161.000000,"161",144.000000,"144","4300030",44000
4400015,1,0.520000,"0.520000",0.508000,"0.508000",0.500000,"0.500000",0.508000,"0.508000",0.509000,0.509000,"0.509000",43999,0,162.000000,"162",147.000000,"147","4300030",44000
4400016,1,0.500000,"0.500000",0.516000,"0.516000",0.520000,"0.520000",0.520000,"0.520000",0.514000,0.514000,"0.514000",43999,0,161.000000,"161",145.000000,"145","4300030",44000
4400017,1,0.536000,"0.536000",0.520000,"0.520000",0.544000,"0.544000",0.496000,"0.496000",0.524000,0.524000,"0.524000",43999,0,163.000000,"163",147.000000,"147","4300030",44000
4400018,1,0.508000,"0.508000",0.508000,"0.508000",0.504000,"0.504000",0.512000,"0.512000",0.508000,0.508000,"0.508000",43999,0,148.000000,"148",96.000000,"96","4300030",44000
4400019,1,0.492000,"0.492000",0.508000,"0.508000",0.520000,"0.520000",0.568000,"0.568000",0.522000,0.522000,"0.522000",43999,0,151.000000,"151",126.000000,"126","4300030",44000
4400020,1,0.524000,"0.524000",0.512000,"0.512000",0.484000,"0.484000",0.524000,"0.524000",0.511000,0.511000,"0.511000",43999,0,169.000000,"169",146.000000,"146","4300030",44000
4400021,1,0.480000,"0.480000",0.484000,"0.484000",0.488000,"0.488000",0.484000,"0.484000",0.484000,0.484000,"0.484000",43999,0,153.000000,"153",130.000000,"130","4300030",44000
4400022,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,12,149.000000,"149",100.000000,"100","4300030",44000
4400023,1,0.548000,"0.548000",0.552000,"0.552000",0.496000,"0.496000",0.480000,"0.480000",0.519000,0.519000,"0.519000",43999,0,157.000000,"157",139.000000,"139","4300030",44000
4400024,1,0.504000,"0.504000",0.488000,"0.488000",0.480000,"0.480000",0.468000,"0.468000",0.485000,0.485000,"0.485000",43999,0,154.000000,"154",113.000000,"113","4300030",44000
4400025,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,8,151.000000,"151",106.000000,"106","4300030",44000
4400026,1,0.456000,"0.456000",0.536000,"0.536000",0.480000,"0.480000",0.512000,"0.512000",0.496000,0.496000,"0.496000",43999,0,168.000000,"168",147.000000,"147","4300030",44000
4400027,1,0.500000,"0.500000",0.520000,"0.520000",0.492000,"0.492000",0.484000,"0.484000",0.499000,0.499000,"0.499000",43999,0,154.000000,"154",132.000000,"132","4300030",44000
4400028,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,8,144.000000,"144",93.000000,"93","4300030",44000
4400029,1,0.540000,"0.540000",0.452000,"0.452000",0.476000,"0.476000",0.480000,"0.480000",0.487000,0.487000,"0.487000",43999,0,169.000000,"169",146.000000,"146","4300030",44000
4400030,1,0.544000,"0.544000",0.544000,"0.544000",0.540000,"0.540000",0.536000,"0.536000",0.541000,0.541000,"0.541000",43999,0,152.000000,"152",100.000000,"100","4300030",44000
4400031,1,0.472000,"0.472000",0.532000,"0.532000",0.532000,"0.532000",0.524000,"0.524000",0.515000,0.515000,"0.515000",43999,0,155.000000,"155",103.000000,"103","4300030",44000
4400032,1,0.492000,"0.492000",0.488000,"0.488000",0.476000,"0.476000",0.480000,"0.480000",0.484000,0.484000,"0.484000",43999,0,148.000000,"148",99.000000,"99","4300030",44000
4400033,1,0.532000,"0.532000",0.468000,"0.468000",0.480000,"0.480000",0.488000,"0.488000",0.492000,0.492000,"0.492000",43999,0,149.000000,"149",100.000000,"100","4300030",44000
4400034,1,0.868000,"0.868000",0.532000,"0.532000",0.524000,"0.524000",0.524000,"0.524000",0.612000,0.612000,"0.612000",43999,0,150.000000,"150",105.000000,"105","4300030",44000
4400035,1,0.544000,"0.544000",0.544000,"0.544000",0.468000,"0.468000",0.464000,"0.464000",0.505000,0.505000,"0.505000",43999,0,164.000000,"164",151.000000,"151","4300030",44000
4400036,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,9,152.000000,"152",101.000000,"101","4300030",44000
4400037,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,7,153.000000,"153",103.000000,"103","4300030",44000
4400038,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,12,152.000000,"152",115.000000,"115","4300030",44000
4400039,1,0.484000,"0.484000",0.484000,"0.484000",0.492000,"0.492000",0.500000,"0.500000",0.490000,0.490000,"0.490000",43999,0,162.000000,"162",74.000000,"74","4300030",44000
4400040,1,0.560000,"0.560000",0.564000,"0.564000",0.580000,"0.580000",0.556000,"0.556000",0.565000,0.565000,"0.565000",43999,0,150.000000,"150",111.000000,"111","4300030",44000
4400041,1,0.456000,"0.456000",0.532000,"0.532000",0.528000,"0.528000",0.508000,"0.508000",0.506000,0.506000,"0.506000",43999,0,151.000000,"151",101.000000,"101","4300030",44000
4400042,1,1.000000,"1.000000",1.000000,"1.000000",0.516000,"0.516000",0.500000,"0.500000",0.754000,0.754000,"0.754000",43999,0,145.000000,"145",100.000000,"100","4300030",44000
4400043,1,0.496000,"0.496000",0.504000,"0.504000",0.500000,"0.500000",0.504000,"0.504000",0.501000,0.501000,"0.501000",43999,0,149.000000,"149",103.000000,"103","4300030",44000
4400044,1,0.492000,"0.492000",0.508000,"0.508000",0.512000,"0.512000",0.520000,"0.520000",0.508000,0.508000,"0.508000",43999,0,148.000000,"148",103.000000,"103","4300030",44000
4400045,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",43999,1,151.000000,"151",107.000000,"107","4300030",44000
4400046,1,0.548000,"0.548000",0.548000,"0.548000",0.540000,"0.540000",0.536000,"0.536000",0.543000,0.543000,"0.543000",43999,0,145.000000,"145",94.000000,"94","4300030",44000
4400047,1,0.504000,"0.504000",0.500000,"0.500000",0.488000,"0.488000",0.504000,"0.504000",0.499000,0.499000,"0.499000",43999,0,151.000000,"151",100.000000,"100","4300030",44000
4400048,1,0.540000,"0.540000",0.540000,"0.540000",0.560000,"0.560000",0.556000,"0.556000",0.549000,0.549000,"0.549000",43999,0,147.000000,"147",100.000000,"100","4300030",44000
