BRAIN_root::brainData,ID
"0011000000000010010001000000101000000000011010000100000000010000000000000000110000000000000000000100010000000000000000000000000000000000000000001000000000000000000000001000000000000000000010100000000000001000001000110010000010100000000010010000000011010000000001000101000000010001010000100000000000010000000010010011001000000000010010000000000000001000001000000100000000100000000001000000001000010001100100000011000000000100100010000000000001000000001000000001000100011000010010000000000100001100001000000000100100010000000000000100101000000000000000000000000000001000000100001110000000000000010111000000101000001100100010000001000000100000000000000000001000000000000000000000000000010000000101000001010000100000000100000000000000000000000011000000110100000000000000000010000000111000000011101000000001010000000100000000000000000000000100000000000110011000000100000000010000000001010100010101001010010000110000010110010000010000000000100001001000000010000000000000000000000010000010000100000001000110|2|939^911^985^913",4400001
"0011000000000010010000000100101000000000011010000000000010001000001000000010010000000000000000000010010000000000010000000000000000000000000000001000000010010010100010001000001000000000000010000000100000001000000000110000000010100000100010000000000101100000000010000101000000000001000000100000000010010000000010010001011000100000010010000010000001000000011000000100000000100010000001000000000000000001110000000001000000000100000000000000000001000000101000000000000100010000000010001000000000001100100010001010100100000000000000000100001000000010100000000001000000000000000000000010000000000000011111000000001000001100101000000000010000000000000000010010000000010000100000000000000000001000000101100000000010000001000010010000000000010000000001000000010000000000000100000010000000111000000010101000000001010000000000000001000000000000000100000000000110000010010100000010010000000000010100110001000010010000110000010100010000010000001001001001001100000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400002
"0010000001000010010000000100101000000000011010000000000010001000001000000010110000000000000000000010010000000000010000000000000000000000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100000100010000000000101100000000010000111000000000001000000100000100001000000000010010000011000000000000010000000000001000100010000000100000100100000000001000000000000000001110000000001000010000100100000000000000001000000001000000000000100010000000010001000000000001100000010001011100100000010000000000100001000000000100000000001100000000000000000000010000000000000011110000000101000001100110000000001010000000000000000010011000000010000100000000000000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000010000000111000000010001000000001010000000000000001000100000000000000000000000110000000000100000010010000000000010100110001000010010000110000010100010000010000000001111001001100000110000000000000000000000010000010000100001100000010|2|939^911^985^913",4400003
"0011001000000010000001000010101001000000001010000000000000010000000000000010110000000000000000000100010000000000000010000000000000000000000000001000001000000000100000001000000000000100000000000000000000001000001000110010000010100000001010000000000001000000000001000111000001000000000000100000000000010000000010010000001000000000010010000000000000001000001000000100000000100000000001010000001000000001110000000011000000000100000011000000000101000000001000000000000100010000000010000000000100001100100000000000100100010000000000000100001000000000000000000000000100101000000000001110000000000000010111000000101000001100100010000000000000000000000001110001001000000000000000000000000000000000000101000001010010100000000100000000000000100000000011000000010100000000000000000010000000111000000010101000100001010000000000000000000000000000000100000000000110001000000100000000010000000001010100010101001010010000100001010100010010010000000000101001001000000010000000000000000000000011000010000100000000000110|2|939^911^985^913",4400004
"0011001000000010010001000000100100000000011011000100001000010000000000000000110000000000000000000100010000000000000010000000000000000000000000001000000000000000100000001000000000000000000011100000000000001000001000110010000010100000000010000000000011010000000001000111000001000001000000100000000000000000000010010001000000000000010010000000000000001000001000000100000000100000000001000000001000010001100100000011000000000100000010000000000101000000001000000000000100011000000010000000000100001100001000000000100100010000000000000100101000000000000000000000000000001000000100001110000000000000010010000000101000001100100010000001000000100000000000010000000000000000000000000000000000010000000101000001010010100000000100000000000000000000000011000000010100000000000000000010000000111000000011101000000001010000000100000000000000000000010100000000000110001000000100000000010000000001010100010101001010010000110001010100010000010000000000101001001000000010000001000000000000000010000010000100000001000110|2|939^911^985^913",4400005
"0011000000000000010001000000101000000000011010000100000000010000000000000000110000000000000000000100010000000000000010000000000000000000000000001000000000000000100000001000000000000000000010100000000000001000001000110010000010100000000010010000000011010000100001000111000000010001000000100000000000010000000010000001001000000000010010000000000000001000001000000100000000100000000001000000001000010001100100000011000000000100100010000000000101000000001000000001000100011000010010000000000100001100000000000000100100010000000000000100101000000000000000000000000000001000000100001110000000000000010101000000101000001100100010000001000000100000000000010000001000000000000000000000000000000000000101000001010010100000000100000000000000000000000011000000110100000000000000000010000000111000000011101000000001010000000100000000000000000000000100000000000110001000000100000000010000000001010100010101001010000000110000010110010000010000000000101001101000000010000000000000000000000010000010000100000001000110|2|939^911^985^913",4400006
"0011000000000010010000000100101000000000011010000000000010001000001000000010010000000000000000000010010000000000010000000000000000000000000000001000000010010010100010001000001000000000000010000000100000001000001000110000000010100000100010000010000101100000000010000101000000000001000000100000000000010000000010010001011000000000010010000010000001000000011000000100000000100010000001000000000000000001110000000001000000000100000000000000000001000000101000000000000100010000000010001000000000001100100010001010100100000000000000000100001000000000100000000001100000000000000000000010000000000000011111000000001000001100101000000000010000000000000000010010000000010000100000000000000000001000000101100000000010000001000010010000000000010000000001000000010000000000000100000010000000010000000010101000000001010000000000000001000000000000000100000000000110000010010100000010010000000000010100110001000010010000110000010100010000010000000001111001001100000110000000000000010100000010000010000100001101000010|2|939^911^985^913",4400007
"0011000000000010010000000100001000000000011010000000000010001000001000000010010000000000000000000010010000000000010000000000000000000000001100001000000000010010100010001000001000000000000010000000100001011000001000110000000010100100000110000000001101100000000010000111000001000001000000100000100001000000000010010001011000000000010010000010000000000000011000000100000000100010000001000000000000000001100000000001000000000100100000000000000001000000101000000000000100010000000010100000000000001100000010000001100100000000000000000100000000000000100000000001100000000000000000000010000000000000011110000000101100001100100000000001010000000000000000010011000000010000100000000000000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000010000000111000000010101000000001010000000000000001000000000000000100000000000110000000010100000010010000000000010100110001000010010000110000010100010000010000001001011001001101000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400008
"1010000000000000000000010100101000000000011010000000000010000010000000000010110000000100100000000100010000000000010100000000100000000100000100001000000000000010100000000000001000010000010000000000000000000000101000110000000010100000001010000000000011100000000000000111000001001000000000000000000000000000000010010001001000000000000010000010000000000000111001010000000000100000000001000000000000001001010000000011000000000100000000000000000101000000101000000000000000010000000010100000000000001100000000010000100100000000000000000100010000001000000000000101001000000010000100101010000000000000011010000000101000001100100000000000000000000000000010110000000000010100000000001000000000000000000101000000110010110000000110000001000000010000000001000000010000000000000100000000000000101000000010101000000001010000000000000000000000001000000100000000000110000001000100000100010100010001010110010101000010010000110010010100010000010000011000101001000000000110000000000000000000000010000010000100000000000110|2|939^911^985^913",4400009
"0011000000000110010000000100001000000000011010000000000010001000001000000010010000000000000010000010010000000000010000000000000000000000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100100100010000000001101100000000010000111000001000001000000100000100001000000000010010001011000000000010010000010000001000000010001000100000000100010000001000000000000000001110000000001000000000100100000000000000001000000101000000000000100010000000010001100000000001100000010001001100000000000000000000100000000000000000000000001100000000000000000000010000000000000011110000000101100001100100000000001010000000000000000010011000000010000100000000100000000001000000101100000100010000000000000010000000000010000000000000000010000000000000100000010000000111000000010101000000001010000000000000001000000000000000100000000000110000000010100000010010000000000010100110001000010010000110000010100010000010000001001111001001100000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400010
"0011000000000010010000000100001000000000011010000000000010001000000000000010110000000000000000000010010000000000010000000000000000010000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100000100010000000000101100000000000000111000000000001000000100000100001000000000010010000011000000000000011000010000001000000011000000100000000100000000001000000000000000001110000000001000010000100100000000000000001000000001000000000000100010000000010001000000000001100000010001011100101000000000000000100001000000000100000000000100000000000000000000010000000000000011110000000101000001100110000000001010000000000000000010011000000010000100000000000000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000010000000111000000010001000000001010000000000000001000100000000000000000000000110000000000100000000010000000000010100110001000010010000110000010100010000010000000001111001001100000110000000000000000000000010000010000100001100000000|2|939^911^985^913",4400011
"0001000000000010010000000100001000000000011010000000000010001000001000000110010000000000000010000010010000000000011000000000000000000000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100100100010000000001101100000000010000111000001000001000000100000100001000010000010010001011000000000010010000010000001000000011000000100000000100010000001000000000000000001110000000001000000000100100010000000000001000000101000000000000100010000000010001000000000001100000010001001100100000000000000000100000000000000000000000001100000000000000000000010000000000000001110000000101000001100100000000001010000000000000000010011000000010000100000000100000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000000000000111000000010101000000001010000010000000001000000000000000100000000000110000000010100000010010000000000010100110001000010010000110000010100010000010000001001111001001100000110000000000000000000000010000010000100001101000010|73|939^911^985^913",4400012
"1010000000000000000000010100100000000000011000000000000010000011000000000000100000000100100000000100010000000000010000000000110000000100000100001000000000000000100000000000000000010000010010001000000000000000101001110000000010100000001010000000000001100000000000000101000000001000000000000000000000011000000010010001001000000000000010000010000000000000111001000100000000000000000001000000000000001001010100000011000000000100000000000000000101000000101000000000000000010000000010100000000000001100000000010010100101010000000000100100010000001000000000000101100000000010000100101010000000000000011010000000101000001100100000000000000000000000000010100000000000010100000000001000000000000000001101000000110010110000000100000001000000010000000001000000010000000000000100000000000000101000000010101000000001010000000000000000000000001000000100000000000110000001000101000100010100010001010110010101000010010000110010010100010000010000011000101001000000000110000000000000000000000010000010000100001000000110|2|939^911^985^913",4400013
"0011000000000010010010000100000000000000011010000000000010001000001000000010010000000000000010000010010000000000010000000000000000000000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100100100010000000001101100000100010000111000001000001000000000000100001000000000010010001011000000000010010000010000001000000011000000100000000100010000001000000000000000001110000000001000000000100100000000000000001000000101000000000000100010000000010001000000000001100000010001001100100000000000000000100000000000000000000000001100000000000000000000010000000000000011110000000101100001100100000000001010000000000000000010011000000010000100000000100000000001000000101100000100010000001000000010000000000010000000000000000010000000001000100000010000000111000000010101000000001010000000000000001000000000000000100000000000110000000010100000010010000000000010100110001000010010000110000010100010000010000001001111001001100000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400014
"1010000000000000000000010100101000000000011010000000000010000010000000000010110000000100100000000100010000000000010000000000100000000100000100001000000000000000100000000000001000010000000000000000000000000000101000110000000010100000001010000000001011100000000000000111000000001000000000000000000000010000000010010001001000000000000010000010000000000000111001000100001000100000000001000000000000000001010000000011001000000110000000000000000101000000101000000000000000010000000010100000000000001100000000010000100100000000000000000100010000001000000000000001100000000010000100101010000000000000011011000000101000001100100000000000000000000000000010110000000000010101000000001000000000000000000101000000110010100000000100000001000000000000000001000000010000000000000100000000000000111000000010101000000001010000000000000000000000001000000100000000000110000001000100000101010100010001010110010101000010010000110010010100010000010000011000101001000000000110000000000000000000000010000010000100000000000110|2|939^911^985^913",4400015
"0011000000000010010001000100101000000100011010000000000010001010001000000000010000000000000000000000010000000000010000000000000000000000000000101000000010010010100010001000001000000010000010000000100000001000001000110000000010100000100010000000000101100000010010000101000000000001000000100000000000010000000010010001011000000000010010000010000001000000011000000100000000100011000001000000000000000001110000000001000000000100000000000000000001000000101000000000000100010000000010001000000000001100100010001010100100000000000000000100001000000000100000000001100000000000000000000010000000000000011111000000101000001100101000000000110000000001000000010010000000000000100000000000000000001000000101100000000010000001000010010000000000010000000001000000000000000000000100000010010000111000000010100000000001010000000000000001000000000000000100000000000110000010010100000010010000000000010100110001000010010000110000010100010000010000001001101001001100000110000000000000000000000110000010000100001101000010|2|939^911^985^913",4400016
"0011000000000010010000000100101000000000011010000000000010001000001000000010010000000000000000000010010000000000010000000000000000000000000000001000000010010010100010001000001000000000000010000000000000001000001000110000000010100000100010000000000101000000010010000101000000000001000000100000000000010000000010010001011000000000010010000010000001000000011000000100000000100010000001000000000000000001110000000101000000000100000000000000000101000000101000000000000100010000000010001000000000001100100010001010100100000000000000000100001000000000100000000001100000000000000000000010000000000000011111000000001000001100101000000000010000000000000000010010000000010000100000000000000000001000000101100000000010000001000010010001000000010000000001000000010000000000000100000010000000111000000010101000000001010000000000000001000000000000000100000000000110000010010100000010010000000000010100110001000000000000110000010100010000010000001001111001001100000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400017
"0011001000000010010001000000101100000000011010000100000000010000000000000000110000000000000000000100010000000000000010000000000000000000000000101000000000000000100000001000000000000000000010100000000000001000001000110010000010100000000010000000000001010000000001000111000000010001000000000000000000010000000010010001001000000000010010000000000000001000001000000100000000100000000001000000001010010001100100000011000000000100100010000000000101000000001000000001000100011000010110000000000100001100000000000000100100010000000000000100101000000000000000000000000000001000000100001110000000000000010110000000101000001100100000000001000000100000000000010000000000000000000000000000000000010000000101000001010010100000000100000000000000000000000011000000010100000000000000000010000000111000000001101000000001010000000100000000000100000000000100000000000110001000000000000000010000000001010100010101001010010000110001010100010000010010000000101001001000000010000000000000000000000010000010000100000001000110|2|939^911^985^913",4400018
"0011001000000010010001000010101001000000011010000000000000010000000000000010110000000000000000000100010000000000000010000000000000000000000000001000001000000000100000001000000000000000000000000000000000001000001000110010000010100000001010000000000001000000000001000111000101000000000000100000000000010000000010010000001000000000010010000000000001001000000000000100000000100000000001000000001000000001110100000011000000000000000011000000000101000000001000000000000100010000100010000000000100001100100000000000100100010000000000000100001000000100000000000000000100001000000000001110000000000000010111000000101000001100100010000000000000000000000001110001001000000000000000000000000000000000000101000001000010100000000100000000000000100000000011000000010100000000000000000010000000111000000011001000100001010000000100000100000000000000000100000000000110001000000100000000010000000000010100010101001010010000100001010100010010010000000000101001001000000010000000000000000000000011000000000100000000000110|2|939^911^985^913",4400019
"0011001000000010010001000000101000000000011010000100000000010000000000000000010000100000000000000100010000000000000010000000000000000000000000001000000000000000100000001000000000000000000010100000000000001000001000110010000010100000000010000000000001010000000001000111000000010001000000100000000000010000000010010001001000000000010010000000000000001000001000000100000000100000000001000000001000010001100100000011000000000100100010000000000101000000001000000001000100011000010010000000000100001100000000000000100100010000000000000100001000000000000000000000000000000000000100001110000000000000010111000000101000001101100010000001000000100000000000010000000000000000000000000000000000010000000101000001010010100000000000000000000000000000000011000000010100000000000000000010000000111000000001101000000001010000000100000000000000000000000100000000000110001000000100000000010000000011010100010100001010010000110001010100010000010010000000101001001000000010000000000000000000000010000010000100000001000110|2|939^911^985^913",4400020
"0011001000000010010001000000001000000000011010000100000000010000000000000000110000000000000000000100010000000000000010000000000000000000000001001000000000000000100000001000000000000000000010100000000000001000001000110010000010100000000010000000000011010000000001000111000001000001000000100000000000010000000010010001001000000000000010000000000000001010001000000100001000100000000001000000001000010001100100010011000000000000000010000000000101000000001000000000000100011000000010000000000100001100000100000000100100010000000000000100001000000000000000000000000100001000000100001110000000000000010111000000101000001100100010000001010000100000100000010000000000000000000000000000000000010000000101000001010010100000000100010000000000000000000011000000010100000000000000000010000000111000000011101000000001010000000100000000000000000000110100000000000110001000000100000000010000000001010100010101000010010000110001010100000000010000000000101001001000000010000000000001000000000000000010000100000001000111|2|939^911^985^913",4400021
"1010000010000000000000011100101000000000011010000000000010000010000000000010010000000100100000000100010000000000010000000000100000000100000100001000000000000000100000000000001000010000011000000000000000000000101000110000000010100000001010000000000011100000000000000111000001001001000000000000000000010000000010010001001000000000000010000010000000000000111001000100000000100000000001000000001000001001010000000011000000000100000000000000000101000000101000000000000000010000000010100000000000001100000000010000100100000000000000000100010000001000000000000101100000000010000100101010000000000000011010000000101000001100100000000000000000000000000010110000000000010100000000001000000000000000000101000000110010110000000100000001000000010000000001000000010000000000000100000000000000111000000000101000000001010000000000000000000000001000000100000000000110000001000100000100000100010001010110010101000010010000110010010100010000010000011000101001000100000110000000000000000000000010000000000100000000000110|2|939^911^985^913",4400022
"0011001000000010010001000010101001000000011010000000000000010000000000000010110000000000000000000100010000000000000010000000000000000000000000001000001000000000100000001000000000000000000000000000000000001000001000111010000010100000001010000000000001000000000001000111000001000000000000100000000000010000000010010000001000000000010010000000000000001000001000000100000000110000000001000000001000000001110100000011000000000100000011000000000101000000001000000000000100010000000010000000000100001100100000000000100100010000000000000100001000000000000000000000000100001000000000001110000000000000010111000000101000001100110010000000100000000000000001110001001000000000000000000000000000000000000101000001010010100000000100000000000000100000000011000000010100000000000000000010000000111000000011001000100001010000000000000000000000000000000100000010000110001000000100000000010000000001010100010101001010010000100001010100010010010000000000101001001000000010000000000000000000000011000010000100000000000110|2|939^911^985^913",4400023
"1110000000000000000000010100101000000000011010000000000010000010000000000010110000000100100000000100010000000000010000000000100000000100000100001000000000000000100000000000001000010000010000000000000000000000101000110000000010100000001010000001000000100000000000000111000001001000000000000000001000010001000010010001001000000000000010000010000000000000111001000100000000100000000001000000000000001001010100000011000000000100000000000000000101000000101000000100000000010000000010100000000000001100000000010000100100000000000000000100010000001000000000000101100000000010000100101010000000000000011010000000101000001100100000000000000000000000000010110000000000010100000000001000000000000000000101000000110010110000000100000001000000010000000001000000010000000000000100000000000000111000000010101000000001010000000000000000000000001000000100000000000110000001000100000100010100010001010110010101000010010010110010010100010000010000011000101001000000000110000000000000000000000010000010000100000000000110|2|939^911^985^913",4400024
"0011001000000010010001000010101001000000011010000000000000010000000000000010110000000000000000000100010000000000000010000000000000000000000000001000001000000000100000001000000000000000000000000000000000001000001000110010000010100000001010000100000001000000000001000110000001000000000000100000000000010000000010010000001000000000010010000000000000001000001000000100000000100000000001000000001000010001110100000011000000000100000011000000000101000000001000000000000100010000000000000000000100001100100000000000100100110000000000000100001000000000000000000000000100001000000000001110000000000000010111000000101000001100100010000000000000000000000001110000001000000000000000000000000000000000000101000001010010100000000100000000000000100000000011000000010100000000000000000010000000111000000011101000100001010000000000000000000000000000010100000000000110001000000000000000010000000001010100010101001010010000100001010100000000010000000000101001001000000010000000000000000000000011000010000100000000000110|2|939^911^985^913",4400025
"1110010000000000000000010100100000000000011010000000000011000010000000000010110000000100100000000100010000000000110000000000000000000000000000001000000000000001100000000000001000010000010010000000000000000000101000110000000010101000001010000000000011100000000000000111000001000000000000100000000000010000000010010001000000000000000010000010000000000000111001000100000000100000000001000000000000001000010100000011000000000100000001000000000001000000100000000000000000010100000010100000001000001100000000010000100101010000000000000100010000001000001000000101100000000000000100101010000000000000011010000000101000001100100010000000000000000000000010110000000000010100000000101000000000000000000101000000110010110000000100000001000000000000000000010000010000000000000100000000000000111000000000101000000001010000000000000000000000000010000100000000000110000001000100000100010100010001000100010001000010010000110010010100010000010000010000101001000000000100000000000000000000000010000010000100001000000100|2|939^911^985^913",4400026
"0011001000000010000001000010101001000000011010000000000000110000000000000010110000000000000000000100010000000000000010000000000000000000000000001000001000000000100000001000000000000000000000000000000000001001001000110010000010000000001010000000000001000000000001000111000001000000000000100000000000010000000010010000001000000000011010000000000000001000001000000100000000100000000001000000001000010001110100000011000000000100000011000000000101000000001000000000000100010000000010000000000100001100100000000000100100110000000000000100001000000000000000000000000100001000000000001110000000000000010111000000101000001100100010000000000000000000000001110000001000000000000000000000000000000000000101000001010010100000100100000000000000100000000011000000010100000000000000000010000000111000000011101000100001000000000000000000000000000000010100000000000110001000000100000000010000000001010100010101001010010000100001010100010000010000000000001001001000000010000000000000000000000011000010000100000000000110|2|939^911^985^913",4400027
"0011000000000010010000000100001000000010011010000000000010000000001000000010010000000000000000000010010000000000010000000000000000000000001000001000000010010010100010001000001000000000000010000000100001001000001000110010000010100100100010000000001101100000000010000101000001000001000000100000100001000000000010010001011000000000010010000010000001000000011010100100000000000010000001000000000000000001110000000001000000000100100000000000000001000000101000000000000100010000000010001000000000001100000000001001100100000000000000000100000000000000000000000001100000000000000000000000000000000000011110000000101100000100100000000001010000000000000000010011000000010000100000000000000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000010000000111000000010101000000000010000000000000001000000000000000100000000000110000000000100000010010000000000010100110001000010010000110000010100010000010000001001111001001100000110000000000000000000000010000010000100001101000010|2|939^911^985^913",4400028
"0011000000000010010000000100001000000000011010000000000010001000001000000010010000000000000000000010010000000000010000000000000000000000001000001000000010010010101010001000001000000000000010000000100000001000001000110010000010100100100010000000001101100000000010000111000001000001000000100000100001000000000000010001011000000000010010100010000011000000011000000100000000100010000001000000000000000001110000000001000000000100100000000000000001000000101000000000000100000000000010001000000000001100000010001001100100000000000000000100000000000000100000000001000000000000000000000010000000000000011110000000101100001100100000000001010000100000000000010011000000010000100000000000000000001000000101100000100010000001000000010000000000010000000000000000010000000000000100000010000000111000000000101000000001010000000000000001000000000000000100000000000110000000010100000010000000000000010100110001000010000000100000010100010000010000001000111001001100000110000000000000000000100010000010000100001100000010|2|939^911^985^913",4400029
