ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
4700001,1,0.472000,"0.472000",0.468000,"0.468000",0.460000,"0.460000",0.460000,"0.460000",0.465000,0.465000,"0.465000",46999,0,152.000000,"152",110.000000,"110","4600070",47000
4700002,1,0.496000,"0.496000",0.500000,"0.500000",0.556000,"0.556000",0.500000,"0.500000",0.513000,0.513000,"0.513000",46999,0,154.000000,"154",108.000000,"108","4600070",47000
4700003,1,1.000000,"1.000000",1.000000,"1.000000",0.484000,"0.484000",0.488000,"0.488000",0.743000,0.743000,"0.743000",46999,1,161.000000,"161",131.000000,"131","4600070",47000
4700004,1,0.480000,"0.480000",0.480000,"0.480000",0.488000,"0.488000",0.484000,"0.484000",0.483000,0.483000,"0.483000",46999,0,161.000000,"161",146.000000,"146","4600070",47000
4700005,1,0.512000,"0.512000",0.516000,"0.516000",0.508000,"0.508000",0.496000,"0.496000",0.508000,0.508000,"0.508000",46999,0,161.000000,"161",112.000000,"112","4600070",47000
4700006,1,0.484000,"0.484000",0.520000,"0.520000",0.488000,"0.488000",0.516000,"0.516000",0.502000,0.502000,"0.502000",46999,0,153.000000,"153",108.000000,"108","4600070",47000
4700007,1,0.504000,"0.504000",0.500000,"0.500000",0.488000,"0.488000",0.480000,"0.480000",0.493000,0.493000,"0.493000",46999,0,156.000000,"156",123.000000,"123","4600070",47000
4700008,1,0.580000,"0.580000",0.560000,"0.560000",0.476000,"0.476000",0.468000,"0.468000",0.521000,0.521000,"0.521000",46999,0,151.000000,"151",102.000000,"102","4600070",47000
4700009,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",46999,6,149.000000,"149",137.000000,"137","4600070",47000
4700010,1,0.540000,"0.540000",0.540000,"0.540000",0.548000,"0.548000",0.552000,"0.552000",0.545000,0.545000,"0.545000",46999,0,159.000000,"159",123.000000,"123","4600070",47000
4700011,1,0.544000,"0.544000",0.440000,"0.440000",0.432000,"0.432000",0.544000,"0.544000",0.490000,0.490000,"0.490000",46999,0,169.000000,"169",143.000000,"143","4600070",47000
4700012,1,0.452000,"0.452000",0.552000,"0.552000",0.560000,"0.560000",0.556000,"0.556000",0.530000,0.530000,"0.530000",46999,0,157.000000,"157",134.000000,"134","4600070",47000
4700013,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",46999,10,166.000000,"166",151.000000,"151","4600070",47000
4700014,1,0.492000,"0.492000",0.504000,"0.504000",0.504000,"0.504000",0.576000,"0.576000",0.519000,0.519000,"0.519000",46999,0,164.000000,"164",122.000000,"122","4600070",47000
4700015,1,0.480000,"0.480000",0.488000,"0.488000",0.492000,"0.492000",0.492000,"0.492000",0.488000,0.488000,"0.488000",46999,0,156.000000,"156",140.000000,"140","4600070",47000
4700016,1,0.496000,"0.496000",0.496000,"0.496000",0.496000,"0.496000",0.484000,"0.484000",0.493000,0.493000,"0.493000",46999,0,165.000000,"165",135.000000,"135","4600070",47000
4700017,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",46999,7,154.000000,"154",118.000000,"118","4600070",47000
4700018,1,0.476000,"0.476000",0.468000,"0.468000",0.492000,"0.492000",0.484000,"0.484000",0.480000,0.480000,"0.480000",46999,0,154.000000,"154",141.000000,"141","4600070",47000
4700019,1,0.456000,"0.456000",0.452000,"0.452000",0.588000,"0.588000",0.572000,"0.572000",0.517000,0.517000,"0.517000",46999,0,154.000000,"154",132.000000,"132","4600070",47000
4700020,1,0.464000,"0.464000",0.444000,"0.444000",0.460000,"0.460000",0.476000,"0.476000",0.461000,0.461000,"0.461000",46999,0,166.000000,"166",151.000000,"151","4600070",47000
4700021,1,1.000000,"1.000000",0.528000,"0.528000",1.000000,"1.000000",0.528000,"0.528000",0.764000,0.764000,"0.764000",46999,0,157.000000,"157",124.000000,"124","4600070",47000
4700022,1,0.532000,"0.532000",0.508000,"0.508000",0.496000,"0.496000",0.492000,"0.492000",0.507000,0.507000,"0.507000",46999,0,160.000000,"160",120.000000,"120","4600070",47000
4700023,1,1.000000,"1.000000",0.460000,"0.460000",0.464000,"0.464000",0.476000,"0.476000",0.600000,0.600000,"0.600000",46999,0,157.000000,"157",108.000000,"108","4600070",47000
4700024,1,0.568000,"0.568000",0.580000,"0.580000",0.580000,"0.580000",0.568000,"0.568000",0.574000,0.574000,"0.574000",46999,0,161.000000,"161",130.000000,"130","4600070",47000
4700025,1,0.492000,"0.492000",0.500000,"0.500000",0.500000,"0.500000",0.496000,"0.496000",0.497000,0.497000,"0.497000",46999,0,159.000000,"159",112.000000,"112","4600070",47000
4700026,1,0.504000,"0.504000",0.504000,"0.504000",0.492000,"0.492000",0.500000,"0.500000",0.500000,0.500000,"0.500000",46999,0,150.000000,"150",101.000000,"101","4600070",47000
4700027,1,0.572000,"0.572000",0.584000,"0.584000",0.576000,"0.576000",0.584000,"0.584000",0.579000,0.579000,"0.579000",46999,0,162.000000,"162",128.000000,"128","4600070",47000
4700028,1,0.556000,"0.556000",0.556000,"0.556000",0.544000,"0.544000",0.540000,"0.540000",0.549000,0.549000,"0.549000",46999,0,161.000000,"161",146.000000,"146","4600070",47000
4700029,1,0.496000,"0.496000",0.504000,"0.504000",0.508000,"0.508000",0.512000,"0.512000",0.505000,0.505000,"0.505000",46999,0,155.000000,"155",114.000000,"114","4600070",47000
4700030,1,0.564000,"0.564000",0.568000,"0.568000",0.480000,"0.480000",0.560000,"0.560000",0.543000,0.543000,"0.543000",46999,0,152.000000,"152",109.000000,"109","4600070",47000
4700031,1,1.000000,"1.000000",0.512000,"0.512000",0.504000,"0.504000",0.508000,"0.508000",0.631000,0.631000,"0.631000",46999,0,157.000000,"157",121.000000,"121","4600070",47000
4700032,1,0.492000,"0.492000",0.524000,"0.524000",0.508000,"0.508000",0.504000,"0.504000",0.507000,0.507000,"0.507000",46999,0,156.000000,"156",142.000000,"142","4600070",47000
4700033,1,0.500000,"0.500000",0.472000,"0.472000",0.480000,"0.480000",0.476000,"0.476000",0.482000,0.482000,"0.482000",46999,0,160.000000,"160",116.000000,"116","4600070",47000
4700034,1,0.516000,"0.516000",0.520000,"0.520000",0.520000,"0.520000",0.520000,"0.520000",0.519000,0.519000,"0.519000",46999,0,159.000000,"159",142.000000,"142","4600070",47000
