ID,alive,nBack_1_AVE,nBack_1_LIST,nBack_2_AVE,nBack_2_LIST,nBack_3_AVE,nBack_3_LIST,nBack_4_AVE,nBack_4_LIST,optimizeValue,score_AVE,score_LIST,timeOfBirth,tournament_numOffspring,wireCount_AVE,wireCount_LIST,wireCountActive_AVE,wireCountActive_LIST,snapshotAncestors_LIST,update
3800001,1,0.516000,"0.516000",0.488000,"0.488000",0.524000,"0.524000",0.520000,"0.520000",0.512000,0.512000,"0.512000",37999,0,179.000000,"179",166.000000,"166","3700035",38000
3800002,1,0.492000,"0.492000",0.520000,"0.520000",0.500000,"0.500000",0.504000,"0.504000",0.504000,0.504000,"0.504000",37999,0,176.000000,"176",170.000000,"170","3700035",38000
3800003,1,0.508000,"0.508000",0.504000,"0.504000",0.492000,"0.492000",0.504000,"0.504000",0.502000,0.502000,"0.502000",37999,0,183.000000,"183",170.000000,"170","3700035",38000
3800004,1,0.476000,"0.476000",0.528000,"0.528000",0.544000,"0.544000",0.448000,"0.448000",0.499000,0.499000,"0.499000",37999,0,177.000000,"177",170.000000,"170","3700035",38000
3800005,1,0.908000,"0.908000",0.476000,"0.476000",0.912000,"0.912000",0.920000,"0.920000",0.804000,0.804000,"0.804000",37999,0,172.000000,"172",147.000000,"147","3700035",38000
3800006,1,0.560000,"0.560000",0.480000,"0.480000",0.576000,"0.576000",0.564000,"0.564000",0.545000,0.545000,"0.545000",37999,0,166.000000,"166",152.000000,"152","3700035",38000
3800007,1,1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,"1.000000",1.000000,1.000000,"1.000000",37999,14,175.000000,"175",152.000000,"152","3700035",38000
3800008,1,0.516000,"0.516000",0.488000,"0.488000",0.532000,"0.532000",0.496000,"0.496000",0.508000,0.508000,"0.508000",37999,0,188.000000,"188",177.000000,"177","3700035",38000
3800009,1,0.544000,"0.544000",0.488000,"0.488000",0.508000,"0.508000",0.488000,"0.488000",0.507000,0.507000,"0.507000",37999,0,183.000000,"183",167.000000,"167","3700035",38000
3800010,1,0.480000,"0.480000",0.468000,"0.468000",0.480000,"0.480000",0.492000,"0.492000",0.480000,0.480000,"0.480000",37999,0,186.000000,"186",174.000000,"174","3700035",38000
